dt,dt_iso,Date ,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1528891200,2018-06-13 12:00:00 +0000 UTC,2018-06-13 12:00:00 ,4887398,,,,294.78,293.15,296.15,1013,,,94,4,290,,,,,,,,,90,701,Mist,mist,50d
1528894800,2018-06-13 13:00:00 +0000 UTC,2018-06-13 13:00:00 ,4887398,,,,295.32,294.15,297.15,1013,,,94,4,280,,,,,,,,,75,701,Mist,mist,50d
1528898400,2018-06-13 14:00:00 +0000 UTC,2018-06-13 14:00:00 ,4887398,,,,296.4,295.15,298.15,1014,,,73,6,280,,,,,,,,,75,701,Mist,mist,50d
1528902000,2018-06-13 15:00:00 +0000 UTC,2018-06-13 15:00:00 ,4887398,,,,297.05,296.15,298.15,1014,,,73,3,350,,,,,,,,,75,803,Clouds,broken clouds,04d
1528905600,2018-06-13 16:00:00 +0000 UTC,2018-06-13 16:00:00 ,4887398,,,,297.64,296.15,299.15,1014,,,69,4,350,,,,,,,,,75,803,Clouds,broken clouds,04d
1528909200,2018-06-13 17:00:00 +0000 UTC,2018-06-13 17:00:00 ,4887398,,,,298.42,297.15,300.15,1015,,,53,3,350,,,,,,,,,40,802,Clouds,scattered clouds,03d
1528912800,2018-06-13 18:00:00 +0000 UTC,2018-06-13 18:00:00 ,4887398,,,,298.52,297.15,300.15,1015,,,50,6,20,,,,,,,,,40,802,Clouds,scattered clouds,03d
1528916400,2018-06-13 19:00:00 +0000 UTC,2018-06-13 19:00:00 ,4887398,,,,299.15,298.15,300.15,1015,,,47,5,10,,,,,,,,,40,802,Clouds,scattered clouds,03d
1528920000,2018-06-13 20:00:00 +0000 UTC,2018-06-13 20:00:00 ,4887398,,,,299.65,299.15,300.15,1015,,,47,4,30,,,,,,,,,1,800,Clear,sky is clear,01d
1528923600,2018-06-13 21:00:00 +0000 UTC,2018-06-13 21:00:00 ,4887398,,,,299.65,299.15,300.15,1015,,,44,3,30,,,,,,,,,1,800,Clear,sky is clear,01d
1528927200,2018-06-13 22:00:00 +0000 UTC,2018-06-13 22:00:00 ,4887398,,,,299.66,298.15,301.15,1016,,,44,4,70,,,,,,,,,1,800,Clear,sky is clear,01d
1528930800,2018-06-13 23:00:00 +0000 UTC,2018-06-13 23:00:00 ,4887398,,,,299.06,297.15,300.15,1016,,,47,3,80,,,,,,,,,1,800,Clear,sky is clear,01d
1528934400,2018-06-14 00:00:00 +0000 UTC,2018-06-14 00:00:00 ,4887398,,,,298.8,297.15,300.15,1016,,,33,4,70,,,,,,,,,20,801,Clouds,few clouds,02d
1528938000,2018-06-14 01:00:00 +0000 UTC,2018-06-14 01:00:00 ,4887398,,,,297.7,296.15,299.15,1016,,,46,2,80,,,,,,,,,1,800,Clear,sky is clear,01n
1528941600,2018-06-14 02:00:00 +0000 UTC,2018-06-14 02:00:00 ,4887398,,,,295.06,294.15,297.15,1016,,,52,2,267,,,,,,,,,1,800,Clear,sky is clear,01n
1528945200,2018-06-14 03:00:00 +0000 UTC,2018-06-14 03:00:00 ,4887398,,,,292.61,288.15,295.15,1017,,,87,2,267,,,,,,,,,20,801,Clouds,few clouds,02n
1528948800,2018-06-14 04:00:00 +0000 UTC,2018-06-14 04:00:00 ,4887398,,,,291.25,287.15,295.15,1017,,,93,2,267,,,,,,,,,1,800,Clear,sky is clear,01n
1528952400,2018-06-14 05:00:00 +0000 UTC,2018-06-14 05:00:00 ,4887398,,,,290.43,287.15,295.15,1017,,,93,1,259,,,,,,,,,1,800,Clear,sky is clear,01n
1528956000,2018-06-14 06:00:00 +0000 UTC,2018-06-14 06:00:00 ,4887398,,,,288.65,287.15,292.15,1018,,,93,1,259,,,,,,,,,1,800,Clear,sky is clear,01n
1528959600,2018-06-14 07:00:00 +0000 UTC,2018-06-14 07:00:00 ,4887398,,,,288.8,286.15,292.15,1018,,,100,1,259,,,,,,,,,1,800,Clear,sky is clear,01n
1528963200,2018-06-14 08:00:00 +0000 UTC,2018-06-14 08:00:00 ,4887398,,,,288.79,287.15,291.15,1018,,,100,2,236,,,,,,,,,1,800,Clear,sky is clear,01n
1528966800,2018-06-14 09:00:00 +0000 UTC,2018-06-14 09:00:00 ,4887398,,,,289.35,288.15,291.15,1018,,,87,2,236,,,,,,,,,1,800,Clear,sky is clear,01n
1528970400,2018-06-14 10:00:00 +0000 UTC,2018-06-14 10:00:00 ,4887398,,,,289.53,287.15,292.15,1018,,,100,2,236,,,,,,,,,75,803,Clouds,broken clouds,04n
1528974000,2018-06-14 11:00:00 +0000 UTC,2018-06-14 11:00:00 ,4887398,,,,289.52,287.15,292.15,1019,,,100,1,234,,,,,,,,,75,803,Clouds,broken clouds,04d
1528977600,2018-06-14 12:00:00 +0000 UTC,2018-06-14 12:00:00 ,4887398,,,,289.49,287.15,292.15,1019,,,93,1,234,,,,,,,,,1,800,Clear,sky is clear,01d
1528981200,2018-06-14 13:00:00 +0000 UTC,2018-06-14 13:00:00 ,4887398,,,,292.04,290.15,294.15,1019,,,64,1,234,,,,,,,,,75,803,Clouds,broken clouds,04d
1528984800,2018-06-14 14:00:00 +0000 UTC,2018-06-14 14:00:00 ,4887398,,,,295.24,294.15,296.15,1019,,,68,0,228,,,,,,,,,1,800,Clear,sky is clear,01d
1528988400,2018-06-14 15:00:00 +0000 UTC,2018-06-14 15:00:00 ,4887398,,,,297.86,296.15,299.15,1019,,,34,1,0,,,,,,,,,75,803,Clouds,broken clouds,04d
1528992000,2018-06-14 16:00:00 +0000 UTC,2018-06-14 16:00:00 ,4887398,,,,298.64,298.15,299.15,1019,,,31,0,228,,,,,,,,,75,803,Clouds,broken clouds,04d
1528995600,2018-06-14 17:00:00 +0000 UTC,2018-06-14 17:00:00 ,4887398,,,,299.05,298.15,300.15,1019,,,39,0,122,,,,,,,,,40,802,Clouds,scattered clouds,03d
1528999200,2018-06-14 18:00:00 +0000 UTC,2018-06-14 18:00:00 ,4887398,,,,299.14,297.15,300.15,1019,,,42,2,260,,,,,,,,,1,800,Clear,sky is clear,01d
1529002800,2018-06-14 19:00:00 +0000 UTC,2018-06-14 19:00:00 ,4887398,,,,299.45,298.15,300.15,1018,,,47,0,122,,,,,,,,,75,803,Clouds,broken clouds,04d
1529006400,2018-06-14 20:00:00 +0000 UTC,2018-06-14 20:00:00 ,4887398,,,,299.25,298.15,300.15,1018,,,47,2,200,,,,,,,,,1,800,Clear,sky is clear,01d
1529010000,2018-06-14 21:00:00 +0000 UTC,2018-06-14 21:00:00 ,4887398,,,,298.95,298.15,300.15,1018,,,47,3,320,,,,,,,,,1,800,Clear,sky is clear,01d
1529013600,2018-06-14 22:00:00 +0000 UTC,2018-06-14 22:00:00 ,4887398,,,,298.75,297.15,300.15,1018,,,47,2,180,,,,,,,,,1,800,Clear,sky is clear,01d
1529017200,2018-06-14 23:00:00 +0000 UTC,2018-06-14 23:00:00 ,4887398,,,,298.45,297.15,300.15,1017,,,50,1,250,,,,,,,,,1,800,Clear,sky is clear,01d
1529020800,2018-06-15 00:00:00 +0000 UTC,2018-06-15 00:00:00 ,4887398,,,,298.05,297.15,299.15,1016,,,53,2,109,,,,,,,,,1,800,Clear,sky is clear,01d
1529024400,2018-06-15 01:00:00 +0000 UTC,2018-06-15 01:00:00 ,4887398,,,,297.06,295.15,298.15,1015,,,57,1,110,,,,,,,,,1,800,Clear,sky is clear,01n
1529028000,2018-06-15 02:00:00 +0000 UTC,2018-06-15 02:00:00 ,4887398,,,,296.06,295.15,297.15,1016,,,60,1,130,,,,,,,,,1,800,Clear,sky is clear,01n
1529031600,2018-06-15 03:00:00 +0000 UTC,2018-06-15 03:00:00 ,4887398,,,,294.66,293.15,296.15,1016,,,64,2,143,,,,,,,,,1,800,Clear,sky is clear,01n
1529035200,2018-06-15 04:00:00 +0000 UTC,2018-06-15 04:00:00 ,4887398,,,,293.36,291.15,296.15,1017,,,88,2,143,,,,,,,,,1,800,Clear,sky is clear,01n
1529038800,2018-06-15 05:00:00 +0000 UTC,2018-06-15 05:00:00 ,4887398,,,,292.06,290.15,295.15,1017,,,88,1,110,,,,,,,,,1,800,Clear,sky is clear,01n
1529042400,2018-06-15 06:00:00 +0000 UTC,2018-06-15 06:00:00 ,4887398,,,,291.26,289.15,294.15,1017,,,87,1,164,,,,,,,,,1,800,Clear,sky is clear,01n
1529046000,2018-06-15 07:00:00 +0000 UTC,2018-06-15 07:00:00 ,4887398,,,,290.76,288.15,294.15,1018,,,93,2,120,,,,,,,,,1,800,Clear,sky is clear,01n
1529049600,2018-06-15 08:00:00 +0000 UTC,2018-06-15 08:00:00 ,4887398,,,,291.05,289.15,292.15,1018,,,72,1,120,,,,,,,,,1,800,Clear,sky is clear,01n
1529053200,2018-06-15 09:00:00 +0000 UTC,2018-06-15 09:00:00 ,4887398,,,,290.66,288.15,292.15,1018,,,87,2,106,,,,,,,,,40,802,Clouds,scattered clouds,03n
1529056800,2018-06-15 10:00:00 +0000 UTC,2018-06-15 10:00:00 ,4887398,,,,290.85,289.15,292.15,1017,,,87,1,110,,,,,,,,,1,800,Clear,sky is clear,01n
1529060400,2018-06-15 11:00:00 +0000 UTC,2018-06-15 11:00:00 ,4887398,,,,290.75,289.15,292.15,1017,,,82,1,120,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529064000,2018-06-15 12:00:00 +0000 UTC,2018-06-15 12:00:00 ,4887398,,,,291.58,289.15,294.15,1017,,,82,3,135,,,,,,,,,90,804,Clouds,overcast clouds,04d
1529067600,2018-06-15 13:00:00 +0000 UTC,2018-06-15 13:00:00 ,4887398,,,,293.74,292.15,295.15,1017,,,72,2,160,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529071200,2018-06-15 14:00:00 +0000 UTC,2018-06-15 14:00:00 ,4887398,,,,295.54,294.15,297.15,1016,,,57,3,130,,,,,,,,,1,800,Clear,sky is clear,01d
1529074800,2018-06-15 15:00:00 +0000 UTC,2018-06-15 15:00:00 ,4887398,,,,296.33,292.15,299.15,1017,,,54,3,180,,,,,,,,,1,800,Clear,sky is clear,01d
1529078400,2018-06-15 16:00:00 +0000 UTC,2018-06-15 16:00:00 ,4887398,,,,296.87,292.15,300.15,1017,,,57,3,180,0.3,,,,,,,,40,500,Rain,light rain,10d
1529082000,2018-06-15 17:00:00 +0000 UTC,2018-06-15 17:00:00 ,4887398,,,,297.47,292.15,301.15,1016,,,44,2,130,,,,,,,,,75,803,Clouds,broken clouds,04d
1529085600,2018-06-15 18:00:00 +0000 UTC,2018-06-15 18:00:00 ,4887398,,,,299.43,297.15,301.15,1016,,,57,3,150,,,,,,,,,1,800,Clear,sky is clear,01d
1529089200,2018-06-15 19:00:00 +0000 UTC,2018-06-15 19:00:00 ,4887398,,,,301.33,299.15,303.15,1016,,,54,1,170,,,,,,,,,1,800,Clear,sky is clear,01d
1529092800,2018-06-15 20:00:00 +0000 UTC,2018-06-15 20:00:00 ,4887398,,,,302.74,300.15,304.15,1015,,,51,2,130,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529096400,2018-06-15 21:00:00 +0000 UTC,2018-06-15 21:00:00 ,4887398,,,,303.74,302.15,304.15,1015,,,52,2,220,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529100000,2018-06-15 22:00:00 +0000 UTC,2018-06-15 22:00:00 ,4887398,,,,303.94,302.15,305.15,1015,,,52,3,120,,,,,,,,,1,800,Clear,sky is clear,01d
1529103600,2018-06-15 23:00:00 +0000 UTC,2018-06-15 23:00:00 ,4887398,,,,304.45,303.15,305.15,1014,,,52,3,160,,,,,,,,,1,800,Clear,sky is clear,01d
1529107200,2018-06-16 00:00:00 +0000 UTC,2018-06-16 00:00:00 ,4887398,,,,303.96,302.15,305.15,1014,,,55,3,160,,,,,,,,,1,800,Clear,sky is clear,01d
1529110800,2018-06-16 01:00:00 +0000 UTC,2018-06-16 01:00:00 ,4887398,,,,303.06,302.15,304.15,1013,,,58,4,160,,,,,,,,,1,800,Clear,sky is clear,01n
1529114400,2018-06-16 02:00:00 +0000 UTC,2018-06-16 02:00:00 ,4887398,,,,301.85,300.15,304.15,1013,,,65,2,150,,,,,,,,,1,800,Clear,sky is clear,01n
1529118000,2018-06-16 03:00:00 +0000 UTC,2018-06-16 03:00:00 ,4887398,,,,300.55,299.15,303.15,1014,,,74,3,180,,,,,,,,,1,800,Clear,sky is clear,01n
1529121600,2018-06-16 04:00:00 +0000 UTC,2018-06-16 04:00:00 ,4887398,,,,299.45,298.15,302.15,1014,,,57,2,150,,,,,,,,,1,800,Clear,sky is clear,01n
1529125200,2018-06-16 05:00:00 +0000 UTC,2018-06-16 05:00:00 ,4887398,,,,299.24,296.15,301.15,1014,,,61,2,150,,,,,,,,,1,800,Clear,sky is clear,01n
1529128800,2018-06-16 06:00:00 +0000 UTC,2018-06-16 06:00:00 ,4887398,,,,298.65,296.15,301.15,1014,,,69,2,170,,,,,,,,,1,800,Clear,sky is clear,01n
1529132400,2018-06-16 07:00:00 +0000 UTC,2018-06-16 07:00:00 ,4887398,,,,297.55,296.15,300.15,1016,,,73,9,20,,,,,,,,,75,211,Thunderstorm,thunderstorm,11n
1529136000,2018-06-16 08:00:00 +0000 UTC,2018-06-16 08:00:00 ,4887398,,,,296.06,294.15,297.15,1018,,,100,2,20,,,,,,,,,90,211,Thunderstorm,thunderstorm,11n
1529136000,2018-06-16 08:00:00 +0000 UTC,2018-06-16 08:00:00 ,4887398,,,,296.06,294.15,297.15,1018,,,100,2,20,,,,,,,,,90,701,Mist,mist,50n
1529139600,2018-06-16 09:00:00 +0000 UTC,2018-06-16 09:00:00 ,4887398,,,,294.55,293.15,296.15,1017,,,100,3,40,0.3,,,,,,,,90,211,Thunderstorm,thunderstorm,11n
1529139600,2018-06-16 09:00:00 +0000 UTC,2018-06-16 09:00:00 ,4887398,,,,294.55,293.15,296.15,1017,,,100,3,40,0.3,,,,,,,,90,701,Mist,mist,50n
1529139600,2018-06-16 09:00:00 +0000 UTC,2018-06-16 09:00:00 ,4887398,,,,294.55,293.15,296.15,1017,,,100,3,40,0.3,,,,,,,,90,500,Rain,light rain,10n
1529143200,2018-06-16 10:00:00 +0000 UTC,2018-06-16 10:00:00 ,4887398,,,,294.6,293.15,296.15,1015,,,94,3,140,0.3,,,,,,,,75,701,Mist,mist,50n
1529143200,2018-06-16 10:00:00 +0000 UTC,2018-06-16 10:00:00 ,4887398,,,,294.6,293.15,296.15,1015,,,94,3,140,0.3,,,,,,,,75,211,Thunderstorm,proximity thunderstorm,11n
1529143200,2018-06-16 10:00:00 +0000 UTC,2018-06-16 10:00:00 ,4887398,,,,294.6,293.15,296.15,1015,,,94,3,140,0.3,,,,,,,,75,500,Rain,light rain,10n
1529146800,2018-06-16 11:00:00 +0000 UTC,2018-06-16 11:00:00 ,4887398,,,,294.24,293.15,295.15,1016,,,100,4,40,0.9,,,,,,,,1,501,Rain,moderate rain,10d
1529150400,2018-06-16 12:00:00 +0000 UTC,2018-06-16 12:00:00 ,4887398,,,,294.54,294.15,295.15,1015,,,88,4,180,,,,,,,,,1,800,Clear,sky is clear,01d
1529154000,2018-06-16 13:00:00 +0000 UTC,2018-06-16 13:00:00 ,4887398,,,,294.75,293.15,296.15,1015,,,100,2,190,,,,,,,,,1,800,Clear,sky is clear,01d
1529157600,2018-06-16 14:00:00 +0000 UTC,2018-06-16 14:00:00 ,4887398,,,,297.14,295.15,299.15,1015,,,83,3,210,,,,,,,,,1,800,Clear,sky is clear,01d
1529161200,2018-06-16 15:00:00 +0000 UTC,2018-06-16 15:00:00 ,4887398,,,,299.84,298.15,301.15,1016,,,74,3,180,,,,,,,,,1,800,Clear,sky is clear,01d
1529164800,2018-06-16 16:00:00 +0000 UTC,2018-06-16 16:00:00 ,4887398,,,,301.54,301.15,302.15,1016,,,70,4,200,,,,,,,,,1,800,Clear,sky is clear,01d
1529168400,2018-06-16 17:00:00 +0000 UTC,2018-06-16 17:00:00 ,4887398,,,,302.64,300.15,304.15,1016,,,70,2,190,,,,,,,,,1,800,Clear,sky is clear,01d
1529172000,2018-06-16 18:00:00 +0000 UTC,2018-06-16 18:00:00 ,4887398,,,,303.34,299.15,305.15,1016,,,62,4,60,,,,,,,,,75,803,Clouds,broken clouds,04d
1529175600,2018-06-16 19:00:00 +0000 UTC,2018-06-16 19:00:00 ,4887398,,,,302.96,298.15,306.15,1016,,,66,4,40,,,,,,,,,1,800,Clear,sky is clear,01d
1529179200,2018-06-16 20:00:00 +0000 UTC,2018-06-16 20:00:00 ,4887398,,,,304.55,302.15,307.15,1015,,,55,3,80,,,,,,,,,20,801,Clouds,few clouds,02d
1529182800,2018-06-16 21:00:00 +0000 UTC,2018-06-16 21:00:00 ,4887398,,,,305.35,304.15,306.15,1015,,,59,3,190,,,,,,,,,1,800,Clear,sky is clear,01d
1529186400,2018-06-16 22:00:00 +0000 UTC,2018-06-16 22:00:00 ,4887398,,,,305.74,304.15,307.15,1015,,,55,2,210,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529190000,2018-06-16 23:00:00 +0000 UTC,2018-06-16 23:00:00 ,4887398,,,,305.75,304.15,307.15,1014,,,62,4,190,,,,,,,,,1,800,Clear,sky is clear,01d
1529193600,2018-06-17 00:00:00 +0000 UTC,2018-06-17 00:00:00 ,4887398,,,,305.57,302.15,307.15,1014,,,58,3,190,,,,,,,,,1,800,Clear,sky is clear,01d
1529197200,2018-06-17 01:00:00 +0000 UTC,2018-06-17 01:00:00 ,4887398,,,,304.88,302.15,306.15,1015,,,66,2,180,,,,,,,,,1,800,Clear,sky is clear,01n
1529200800,2018-06-17 02:00:00 +0000 UTC,2018-06-17 02:00:00 ,4887398,,,,303.17,301.15,305.15,1015,,,69,1,150,,,,,,,,,1,800,Clear,sky is clear,01n
1529204400,2018-06-17 03:00:00 +0000 UTC,2018-06-17 03:00:00 ,4887398,,,,301.24,298.15,304.15,1015,,,78,2,170,,,,,,,,,1,800,Clear,sky is clear,01n
1529208000,2018-06-17 04:00:00 +0000 UTC,2018-06-17 04:00:00 ,4887398,,,,300.76,299.15,303.15,1015,,,78,1,180,,,,,,,,,1,800,Clear,sky is clear,01n
1529211600,2018-06-17 05:00:00 +0000 UTC,2018-06-17 05:00:00 ,4887398,,,,300.15,298.15,302.15,1015,,,69,1,190,,,,,,,,,1,800,Clear,sky is clear,01n
1529215200,2018-06-17 06:00:00 +0000 UTC,2018-06-17 06:00:00 ,4887398,,,,300.07,298.15,301.15,1015,,,74,2,190,,,,,,,,,1,800,Clear,sky is clear,01n
1529218800,2018-06-17 07:00:00 +0000 UTC,2018-06-17 07:00:00 ,4887398,,,,299.7,297.15,301.15,1015,,,69,1,170,,,,,,,,,1,800,Clear,sky is clear,01n
1529222400,2018-06-17 08:00:00 +0000 UTC,2018-06-17 08:00:00 ,4887398,,,,299.06,297.15,301.15,1016,,,74,2,180,,,,,,,,,1,800,Clear,sky is clear,01n
1529226000,2018-06-17 09:00:00 +0000 UTC,2018-06-17 09:00:00 ,4887398,,,,298.69,297.15,300.15,1015,,,83,2,200,,,,,,,,,1,800,Clear,sky is clear,01n
1529229600,2018-06-17 10:00:00 +0000 UTC,2018-06-17 10:00:00 ,4887398,,,,298.51,296.15,300.15,1016,,,94,3,220,,,,,,,,,1,800,Clear,sky is clear,01n
1529233200,2018-06-17 11:00:00 +0000 UTC,2018-06-17 11:00:00 ,4887398,,,,297.97,296.15,300.15,1017,,,94,2,220,,,,,,,,,1,800,Clear,sky is clear,01d
1529236800,2018-06-17 12:00:00 +0000 UTC,2018-06-17 12:00:00 ,4887398,,,,297.96,296.15,299.15,1016,,,94,2,200,,,,,,,,,1,701,Mist,mist,50d
1529240400,2018-06-17 13:00:00 +0000 UTC,2018-06-17 13:00:00 ,4887398,,,,299.75,299.15,300.15,1016,,,88,3,210,,,,,,,,,1,721,Haze,haze,50d
1529244000,2018-06-17 14:00:00 +0000 UTC,2018-06-17 14:00:00 ,4887398,,,,300.84,300.15,301.15,1017,,,78,4,210,,,,,,,,,1,800,Clear,sky is clear,01d
1529247600,2018-06-17 15:00:00 +0000 UTC,2018-06-17 15:00:00 ,4887398,,,,302.6,302.15,303.15,1017,,,70,4,230,,,,,,,,,1,721,Haze,haze,50d
1529251200,2018-06-17 16:00:00 +0000 UTC,2018-06-17 16:00:00 ,4887398,,,,304.24,303.15,305.15,1017,,,52,3,220,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529254800,2018-06-17 17:00:00 +0000 UTC,2018-06-17 17:00:00 ,4887398,,,,304.74,304.15,305.15,1017,,,62,3,220,,,,,,,,,1,800,Clear,sky is clear,01d
1529258400,2018-06-17 18:00:00 +0000 UTC,2018-06-17 18:00:00 ,4887398,,,,305.78,305.15,306.15,1017,,,55,3,260,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529262000,2018-06-17 19:00:00 +0000 UTC,2018-06-17 19:00:00 ,4887398,,,,306.45,306.15,307.15,1016,,,59,5,230,,,,,,,,,75,803,Clouds,broken clouds,04d
1529265600,2018-06-17 20:00:00 +0000 UTC,2018-06-17 20:00:00 ,4887398,,,,306.95,306.15,308.15,1016,,,56,5,210,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529269200,2018-06-17 21:00:00 +0000 UTC,2018-06-17 21:00:00 ,4887398,,,,307.04,306.15,308.15,1016,,,56,4,220,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529272800,2018-06-17 22:00:00 +0000 UTC,2018-06-17 22:00:00 ,4887398,,,,306.57,301.15,309.15,1016,,,52,6,210,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529276400,2018-06-17 23:00:00 +0000 UTC,2018-06-17 23:00:00 ,4887398,,,,304.99,302.15,308.15,1015,,,59,5,210,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529280000,2018-06-18 00:00:00 +0000 UTC,2018-06-18 00:00:00 ,4887398,,,,304.56,303.15,306.15,1015,,,62,4,240,,,,,,,,,1,800,Clear,sky is clear,01d
1529283600,2018-06-18 01:00:00 +0000 UTC,2018-06-18 01:00:00 ,4887398,,,,304.16,302.15,306.15,1015,,,62,4,210,,,,,,,,,1,800,Clear,sky is clear,01n
1529287200,2018-06-18 02:00:00 +0000 UTC,2018-06-18 02:00:00 ,4887398,,,,303.07,301.15,305.15,1015,,,66,3,210,,,,,,,,,1,800,Clear,sky is clear,01n
1529290800,2018-06-18 03:00:00 +0000 UTC,2018-06-18 03:00:00 ,4887398,,,,302.16,300.15,304.15,1016,,,69,3,210,,,,,,,,,1,800,Clear,sky is clear,01n
1529294400,2018-06-18 04:00:00 +0000 UTC,2018-06-18 04:00:00 ,4887398,,,,301.15,299.15,303.15,1016,,,55,1,190,,,,,,,,,1,800,Clear,sky is clear,01n
1529298000,2018-06-18 05:00:00 +0000 UTC,2018-06-18 05:00:00 ,4887398,,,,300.79,299.15,302.15,1016,,,62,1,190,,,,,,,,,1,800,Clear,sky is clear,01n
1529301600,2018-06-18 06:00:00 +0000 UTC,2018-06-18 06:00:00 ,4887398,,,,300.55,299.15,302.15,1016,,,69,2,190,,,,,,,,,1,800,Clear,sky is clear,01n
1529305200,2018-06-18 07:00:00 +0000 UTC,2018-06-18 07:00:00 ,4887398,,,,299.97,298.15,302.15,1015,,,74,2,210,,,,,,,,,1,800,Clear,sky is clear,01n
1529308800,2018-06-18 08:00:00 +0000 UTC,2018-06-18 08:00:00 ,4887398,,,,299.97,298.15,301.15,1015,,,74,2,200,,,,,,,,,1,800,Clear,sky is clear,01n
1529312400,2018-06-18 09:00:00 +0000 UTC,2018-06-18 09:00:00 ,4887398,,,,299.33,298.15,301.15,1015,,,78,2,200,,,,,,,,,1,800,Clear,sky is clear,01n
1529316000,2018-06-18 10:00:00 +0000 UTC,2018-06-18 10:00:00 ,4887398,,,,299.06,297.15,300.15,1015,,,94,3,220,,,,,,,,,1,800,Clear,sky is clear,01n
1529319600,2018-06-18 11:00:00 +0000 UTC,2018-06-18 11:00:00 ,4887398,,,,298.97,297.15,300.15,1015,,,88,3,220,,,,,,,,,1,800,Clear,sky is clear,01d
1529323200,2018-06-18 12:00:00 +0000 UTC,2018-06-18 12:00:00 ,4887398,,,,299.45,298.15,300.15,1015,,,88,3,230,,,,,,,,,1,701,Mist,mist,50d
1529326800,2018-06-18 13:00:00 +0000 UTC,2018-06-18 13:00:00 ,4887398,,,,300.23,299.15,301.15,1016,,,78,4,250,,,,,,,,,1,800,Clear,sky is clear,01d
1529330400,2018-06-18 14:00:00 +0000 UTC,2018-06-18 14:00:00 ,4887398,,,,301.42,300.15,302.15,1016,,,74,6,250,,,,,,,,,1,721,Haze,haze,50d
1529334000,2018-06-18 15:00:00 +0000 UTC,2018-06-18 15:00:00 ,4887398,,,,302.77,301.15,304.15,1016,,,70,5,270,,,,,,,,,1,721,Haze,haze,50d
1529337600,2018-06-18 16:00:00 +0000 UTC,2018-06-18 16:00:00 ,4887398,,,,303.95,302.15,305.15,1016,,,58,5,250,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529341200,2018-06-18 17:00:00 +0000 UTC,2018-06-18 17:00:00 ,4887398,,,,305.15,304.15,306.15,1016,,,62,6,260,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529344800,2018-06-18 18:00:00 +0000 UTC,2018-06-18 18:00:00 ,4887398,,,,306.06,304.15,308.15,1015,,,59,4,280,,,,,,,,,75,803,Clouds,broken clouds,04d
1529348400,2018-06-18 19:00:00 +0000 UTC,2018-06-18 19:00:00 ,4887398,,,,306.61,305.15,309.15,1015,,,56,7,250,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529352000,2018-06-18 20:00:00 +0000 UTC,2018-06-18 20:00:00 ,4887398,,,,306.64,305.15,307.15,1014,,,56,7,240,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529355600,2018-06-18 21:00:00 +0000 UTC,2018-06-18 21:00:00 ,4887398,,,,306.85,306.15,308.15,1013,,,52,7,250,,,,,,,,,1,800,Clear,sky is clear,01d
1529359200,2018-06-18 22:00:00 +0000 UTC,2018-06-18 22:00:00 ,4887398,,,,306.85,305.15,308.15,1013,,,55,8,260,,,,,,,,,40,802,Clouds,scattered clouds,03d
1529362800,2018-06-18 23:00:00 +0000 UTC,2018-06-18 23:00:00 ,4887398,,,,306.48,300.15,309.15,1013,,,41,6,240,,,,,,,,,75,803,Clouds,broken clouds,04d
1529366400,2018-06-19 00:00:00 +0000 UTC,2018-06-19 00:00:00 ,4887398,,,,304.16,299.15,307.15,1014,,,74,8,350,,,,,,,,,90,804,Clouds,overcast clouds,04d
1529370000,2018-06-19 01:00:00 +0000 UTC,2018-06-19 01:00:00 ,4887398,,,,298.05,295.15,301.15,1014,,,83,3,30,0.9,,,,,,,,75,501,Rain,moderate rain,10n
1529370000,2018-06-19 01:00:00 +0000 UTC,2018-06-19 01:00:00 ,4887398,,,,298.05,295.15,301.15,1014,,,83,3,30,0.9,,,,,,,,75,701,Mist,mist,50n
1529370000,2018-06-19 01:00:00 +0000 UTC,2018-06-19 01:00:00 ,4887398,,,,298.05,295.15,301.15,1014,,,83,3,30,0.9,,,,,,,,75,211,Thunderstorm,proximity thunderstorm,11n
1529373600,2018-06-19 02:00:00 +0000 UTC,2018-06-19 02:00:00 ,4887398,,,,297.04,295.15,299.15,1016,,,83,2,300,3,,,,,,,,90,502,Rain,heavy intensity rain,10n
1529373600,2018-06-19 02:00:00 +0000 UTC,2018-06-19 02:00:00 ,4887398,,,,297.04,295.15,299.15,1016,,,83,2,300,3,,,,,,,,90,701,Mist,mist,50n
