dt,dt_iso,Date ,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1514764800,2018-01-01 00:00:00 +0000 UTC,2018-01-01 00:00:00 ,4887398,,,,260.5499844,258.15,263.15,1035,,,55,4,330,,,,,,,,,75,803,Clouds,broken clouds,04n
1514768400,2018-01-01 01:00:00 +0000 UTC,2018-01-01 01:00:00 ,4887398,,,,259.75,257.15,262.15,1035,,,55,3,320,,,,,,,,,1,800,Clear,sky is clear,01n
1514772000,2018-01-01 02:00:00 +0000 UTC,2018-01-01 02:00:00 ,4887398,,,,258.75,256.15,261.15,1036,,,55,6,270,,,,,,,,,40,802,Clouds,scattered clouds,03n
1514775600,2018-01-01 03:00:00 +0000 UTC,2018-01-01 03:00:00 ,4887398,,,,256.85,254.15,260.15,1036,,,65,3,300,,,,,,,,,1,800,Clear,sky is clear,01n
1514779200,2018-01-01 04:00:00 +0000 UTC,2018-01-01 04:00:00 ,4887398,,,,256.12,253.15,259.15,1037,,,50,6,280,,,,,,,,,20,801,Clouds,few clouds,02n
1514782800,2018-01-01 05:00:00 +0000 UTC,2018-01-01 05:00:00 ,4887398,,,,255.69,252.15,259.15,1037,,,54,5,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514786400,2018-01-01 06:00:00 +0000 UTC,2018-01-01 06:00:00 ,4887398,,,,254.87,252.15,257.15,1037,,,49,5,280,,,,,,,,,1,800,Clear,sky is clear,01n
1514790000,2018-01-01 07:00:00 +0000 UTC,2018-01-01 07:00:00 ,4887398,,,,254.41,251.15,257.15,1038,,,59,4,280,,,,,,,,,1,800,Clear,sky is clear,01n
1514793600,2018-01-01 08:00:00 +0000 UTC,2018-01-01 08:00:00 ,4887398,,,,253.6,251.15,256.15,1038,,,54,3,280,,,,,,,,,1,800,Clear,sky is clear,01n
1514797200,2018-01-01 09:00:00 +0000 UTC,2018-01-01 09:00:00 ,4887398,,,,252.96,250.15,255.15,1038,,,49,4,280,,,,,,,,,1,800,Clear,sky is clear,01n
1514800800,2018-01-01 10:00:00 +0000 UTC,2018-01-01 10:00:00 ,4887398,,,,252.42,250.15,255.15,1038,,,53,5,280,,,,,,,,,1,800,Clear,sky is clear,01n
1514804400,2018-01-01 11:00:00 +0000 UTC,2018-01-01 11:00:00 ,4887398,,,,251.87,250.15,254.15,1038,,,58,6,280,,,,,,,,,5,800,Clear,sky is clear,02n
1514808000,2018-01-01 12:00:00 +0000 UTC,2018-01-01 12:00:00 ,4887398,,,,251.69,250.15,254.15,1039,,,53,6,280,,,,,,,,,5,800,Clear,sky is clear,02n
1514811600,2018-01-01 13:00:00 +0000 UTC,2018-01-01 13:00:00 ,4887398,,,,251.05,249.15,253.15,1039,,,53,7,280,,,,,,,,,5,800,Clear,sky is clear,02n
1514815200,2018-01-01 14:00:00 +0000 UTC,2018-01-01 14:00:00 ,4887398,,,,250.69,249.15,252.15,1039,,,58,7,280,,,,,,,,,20,801,Clouds,few clouds,02d
1514818800,2018-01-01 15:00:00 +0000 UTC,2018-01-01 15:00:00 ,4887398,,,,250.68,248.15,253.15,1040,,,53,7,270,,,,,,,,,20,801,Clouds,few clouds,02d
1514822400,2018-01-01 16:00:00 +0000 UTC,2018-01-01 16:00:00 ,4887398,,,,251.6,249.15,253.15,1040,,,58,5,270,,,,,,,,,1,800,Clear,sky is clear,01d
1514826000,2018-01-01 17:00:00 +0000 UTC,2018-01-01 17:00:00 ,4887398,,,,252.59,250.15,255.15,1040,,,49,6,260,,,,,,,,,5,800,Clear,sky is clear,02d
1514829600,2018-01-01 18:00:00 +0000 UTC,2018-01-01 18:00:00 ,4887398,,,,253.6,251.15,255.15,1040,,,59,4,280,,,,,,,,,1,800,Clear,sky is clear,01d
1514833200,2018-01-01 19:00:00 +0000 UTC,2018-01-01 19:00:00 ,4887398,,,,254.68,252.15,257.15,1039,,,45,5,270,,,,,,,,,5,800,Clear,sky is clear,02d
1514836800,2018-01-01 20:00:00 +0000 UTC,2018-01-01 20:00:00 ,4887398,,,,255.5,253.15,258.15,1039,,,45,5,250,,,,,,,,,5,800,Clear,sky is clear,02d
1514840400,2018-01-01 21:00:00 +0000 UTC,2018-01-01 21:00:00 ,4887398,,,,255.87,253.15,258.15,1039,,,45,6,260,,,,,,,,,5,800,Clear,sky is clear,02d
1514844000,2018-01-01 22:00:00 +0000 UTC,2018-01-01 22:00:00 ,4887398,,,,255.61,253.15,258.15,1039,,,59,5,280,,,,,,,,,1,800,Clear,sky is clear,01d
1514847600,2018-01-01 23:00:00 +0000 UTC,2018-01-01 23:00:00 ,4887398,,,,254.71,252.15,257.15,1040,,,70,3,280,,,,,,,,,1,800,Clear,sky is clear,01n
1514851200,2018-01-02 00:00:00 +0000 UTC,2018-01-02 00:00:00 ,4887398,,,,253.7,251.15,255.15,1040,,,59,6,260,,,,,,,,,5,800,Clear,sky is clear,02n
1514854800,2018-01-02 01:00:00 +0000 UTC,2018-01-02 01:00:00 ,4887398,,,,253.16,250.15,255.15,1040,,,70,4,270,,,,,,,,,1,800,Clear,sky is clear,01n
1514858400,2018-01-02 02:00:00 +0000 UTC,2018-01-02 02:00:00 ,4887398,,,,252.42,250.15,254.15,1040,,,64,4,250,,,,,,,,,5,800,Clear,sky is clear,02n
1514862000,2018-01-02 03:00:00 +0000 UTC,2018-01-02 03:00:00 ,4887398,,,,251.97,249.15,254.15,1040,,,64,4,260,,,,,,,,,5,800,Clear,sky is clear,02n
1514865600,2018-01-02 04:00:00 +0000 UTC,2018-01-02 04:00:00 ,4887398,,,,251.42,249.15,254.15,1040,,,64,4,260,,,,,,,,,5,800,Clear,sky is clear,02n
1514869200,2018-01-02 05:00:00 +0000 UTC,2018-01-02 05:00:00 ,4887398,,,,251.42,249.15,254.15,1040,,,64,1,240,,,,,,,,,1,800,Clear,sky is clear,01n
1514872800,2018-01-02 06:00:00 +0000 UTC,2018-01-02 06:00:00 ,4887398,,,,251.15,248.15,254.15,1039,,,70,1,240,,,,,,,,,1,721,Haze,haze,50n
1514876400,2018-01-02 07:00:00 +0000 UTC,2018-01-02 07:00:00 ,4887398,,,,251.07,248.15,254.15,1039,,,70,2,240,,,,,,,,,1,721,Haze,haze,50n
1514880000,2018-01-02 08:00:00 +0000 UTC,2018-01-02 08:00:00 ,4887398,,,,250.79,247.15,254.15,1038,,,70,5,274,,,,,,,,,1,800,Clear,sky is clear,01n
1514883600,2018-01-02 09:00:00 +0000 UTC,2018-01-02 09:00:00 ,4887398,,,,250.52,247.15,253.15,1038,,,70,1,210,,,,,,,,,1,721,Haze,haze,50n
1514887200,2018-01-02 10:00:00 +0000 UTC,2018-01-02 10:00:00 ,4887398,,,,250.53,248.15,253.15,1038,,,69,2,230,,,,,,,,,1,721,Haze,haze,50n
1514890800,2018-01-02 11:00:00 +0000 UTC,2018-01-02 11:00:00 ,4887398,,,,250.07,247.15,252.15,1038,,,83,2,240,,,,,,,,,1,721,Haze,haze,50n
1514894400,2018-01-02 12:00:00 +0000 UTC,2018-01-02 12:00:00 ,4887398,,,,249.71,247.15,252.15,1037,,,83,2,230,,,,,,,,,1,721,Haze,haze,50n
1514898000,2018-01-02 13:00:00 +0000 UTC,2018-01-02 13:00:00 ,4887398,,,,249.62,247.15,252.15,1038,,,83,2,240,,,,,,,,,1,721,Haze,haze,50n
1514901600,2018-01-02 14:00:00 +0000 UTC,2018-01-02 14:00:00 ,4887398,,,,249.61,247.15,252.15,1037,,,76,2,240,,,,,,,,,1,721,Haze,haze,50d
1514905200,2018-01-02 15:00:00 +0000 UTC,2018-01-02 15:00:00 ,4887398,,,,250.14,247.15,252.15,1037,,,63,4,240,,,,,,,,,40,721,Haze,haze,50d
1514908800,2018-01-02 16:00:00 +0000 UTC,2018-01-02 16:00:00 ,4887398,,,,251.42,249.15,254.15,1036,,,70,3,210,,,,,,,,,1,721,Haze,haze,50d
1514912400,2018-01-02 17:00:00 +0000 UTC,2018-01-02 17:00:00 ,4887398,,,,253.32,250.15,257.15,1036,,,54,7,230,,,,,,,,,20,721,Haze,haze,50d
1514916000,2018-01-02 18:00:00 +0000 UTC,2018-01-02 18:00:00 ,4887398,,,,255.23,252.15,259.15,1034,,,45,5,210,,,,,,,,,20,801,Clouds,few clouds,02d
1514919600,2018-01-02 19:00:00 +0000 UTC,2018-01-02 19:00:00 ,4887398,,,,256.6099844,254.15,260.15,1033,,,65,5,230,,,,,,,,,1,800,Clear,sky is clear,01d
1514923200,2018-01-02 20:00:00 +0000 UTC,2018-01-02 20:00:00 ,4887398,,,,257.69,255.15,260.15,1032,,,65,6,240,,,,,,,,,1,800,Clear,sky is clear,01d
1514926800,2018-01-02 21:00:00 +0000 UTC,2018-01-02 21:00:00 ,4887398,,,,258.5100156,256.15,261.15,1031,,,50,6,230,,,,,,,,,20,801,Clouds,few clouds,02d
1514930400,2018-01-02 22:00:00 +0000 UTC,2018-01-02 22:00:00 ,4887398,,,,258.25,257.15,260.15,1030,,,54,7,210,,,,,,,,,20,801,Clouds,few clouds,02d
1514934000,2018-01-02 23:00:00 +0000 UTC,2018-01-02 23:00:00 ,4887398,,,,257.35,255.15,259.15,1029,,,77,5,220,,,,,,,,,1,800,Clear,sky is clear,01n
1514937600,2018-01-03 00:00:00 +0000 UTC,2018-01-03 00:00:00 ,4887398,,,,256.5199844,255.15,258.15,1028,,,77,4,210,,,,,,,,,1,800,Clear,sky is clear,01n
1514941200,2018-01-03 01:00:00 +0000 UTC,2018-01-03 01:00:00 ,4887398,,,,256.06,255.15,257.15,1027,,,64,4,210,,,,,,,,,40,802,Clouds,scattered clouds,03n
1514944800,2018-01-03 02:00:00 +0000 UTC,2018-01-03 02:00:00 ,4887398,,,,256.1400156,255.15,257.15,1026,,,59,4,230,,,,,,,,,40,802,Clouds,scattered clouds,03n
1514948400,2018-01-03 03:00:00 +0000 UTC,2018-01-03 03:00:00 ,4887398,,,,256.2300156,255.15,258.15,1025,,,60,4,210,,,,,,,,,40,802,Clouds,scattered clouds,03n
1514952000,2018-01-03 04:00:00 +0000 UTC,2018-01-03 04:00:00 ,4887398,,,,257.25,256.15,258.15,1023,,,65,6,230,,,,,,,,,40,802,Clouds,scattered clouds,03n
1514955600,2018-01-03 05:00:00 +0000 UTC,2018-01-03 05:00:00 ,4887398,,,,258.0499844,256.15,259.15,1023,,,60,3,210,,,,,,,,,1,800,Clear,sky is clear,01n
1514959200,2018-01-03 06:00:00 +0000 UTC,2018-01-03 06:00:00 ,4887398,,,,259.15,258.15,260.15,1022,,,55,4,200,,,,,,,,,1,800,Clear,sky is clear,01n
1514962800,2018-01-03 07:00:00 +0000 UTC,2018-01-03 07:00:00 ,4887398,,,,259.9500156,258.15,261.15,1020,,,60,3,200,,,,,,,,,1,800,Clear,sky is clear,01n
1514966400,2018-01-03 08:00:00 +0000 UTC,2018-01-03 08:00:00 ,4887398,,,,260.68,259.15,262.15,1020,,,55,3,200,,,,,,,,,1,800,Clear,sky is clear,01n
1514970000,2018-01-03 09:00:00 +0000 UTC,2018-01-03 09:00:00 ,4887398,,,,261.6400156,261.15,263.15,1019,,,56,3,210,,,,,,,,,90,600,Snow,light snow,13n
1514973600,2018-01-03 10:00:00 +0000 UTC,2018-01-03 10:00:00 ,4887398,,,,262.0499844,260.15,264.15,1017,,,66,4,230,,,,,,,,,90,600,Snow,light snow,13n
1514977200,2018-01-03 11:00:00 +0000 UTC,2018-01-03 11:00:00 ,4887398,,,,262.32,261.15,264.15,1017,,,72,5,240,,,,,,,,,90,600,Snow,light snow,13n
1514977200,2018-01-03 11:00:00 +0000 UTC,2018-01-03 11:00:00 ,4887398,,,,262.32,261.15,264.15,1017,,,72,5,240,,,,,,,,,90,701,Mist,mist,50n
1514980800,2018-01-03 12:00:00 +0000 UTC,2018-01-03 12:00:00 ,4887398,,,,262.45,262.15,263.15,1018,,,85,4,230,,,,,,,,,90,600,Snow,light snow,13n
1514980800,2018-01-03 12:00:00 +0000 UTC,2018-01-03 12:00:00 ,4887398,,,,262.45,262.15,263.15,1018,,,85,4,230,,,,,,,,,90,721,Haze,haze,50n
1514984400,2018-01-03 13:00:00 +0000 UTC,2018-01-03 13:00:00 ,4887398,,,,262.44,262.15,263.15,1017,,,92,3,230,,,,,,,,,90,600,Snow,light snow,13n
1514984400,2018-01-03 13:00:00 +0000 UTC,2018-01-03 13:00:00 ,4887398,,,,262.44,262.15,263.15,1017,,,92,3,230,,,,,,,,,90,701,Mist,mist,50n
1514984400,2018-01-03 13:00:00 +0000 UTC,2018-01-03 13:00:00 ,4887398,,,,262.44,262.15,263.15,1017,,,92,3,230,,,,,,,,,90,721,Haze,haze,50n
1514988000,2018-01-03 14:00:00 +0000 UTC,2018-01-03 14:00:00 ,4887398,,,,263.15,262.15,264.15,1017,,,85,2,240,,,,,,,,,90,600,Snow,light snow,13d
1514988000,2018-01-03 14:00:00 +0000 UTC,2018-01-03 14:00:00 ,4887398,,,,263.15,262.15,264.15,1017,,,85,2,240,,,,,,,,,90,701,Mist,mist,50d
1514991600,2018-01-03 15:00:00 +0000 UTC,2018-01-03 15:00:00 ,4887398,,,,263.65,263.15,264.15,1018,,,78,4,240,,,,,,,,,90,600,Snow,light snow,13d
1514991600,2018-01-03 15:00:00 +0000 UTC,2018-01-03 15:00:00 ,4887398,,,,263.65,263.15,264.15,1018,,,78,4,240,,,,,,,,,90,701,Mist,mist,50d
1514991600,2018-01-03 15:00:00 +0000 UTC,2018-01-03 15:00:00 ,4887398,,,,263.65,263.15,264.15,1018,,,78,4,240,,,,,,,,,90,721,Haze,haze,50d
1514995200,2018-01-03 16:00:00 +0000 UTC,2018-01-03 16:00:00 ,4887398,,,,264.15,264.15,264.15,1018,,,78,3,300,,,,,,,,,90,600,Snow,light snow,13d
1514995200,2018-01-03 16:00:00 +0000 UTC,2018-01-03 16:00:00 ,4887398,,,,264.15,264.15,264.15,1018,,,78,3,300,,,,,,,,,90,701,Mist,mist,50d
1514998800,2018-01-03 17:00:00 +0000 UTC,2018-01-03 17:00:00 ,4887398,,,,264.51,264.15,265.15,1018,,,72,4,300,,,,,,,,,90,600,Snow,light snow,13d
1514998800,2018-01-03 17:00:00 +0000 UTC,2018-01-03 17:00:00 ,4887398,,,,264.51,264.15,265.15,1018,,,72,4,300,,,,,,,,,90,701,Mist,mist,50d
1514998800,2018-01-03 17:00:00 +0000 UTC,2018-01-03 17:00:00 ,4887398,,,,264.51,264.15,265.15,1018,,,72,4,300,,,,,,,,,90,721,Haze,haze,50d
1515002400,2018-01-03 18:00:00 +0000 UTC,2018-01-03 18:00:00 ,4887398,,,,264.69,264.15,265.15,1018,,,67,5,300,,,,,,,,,90,600,Snow,light snow,13d
1515002400,2018-01-03 18:00:00 +0000 UTC,2018-01-03 18:00:00 ,4887398,,,,264.69,264.15,265.15,1018,,,67,5,300,,,,,,,,,90,701,Mist,mist,50d
1515002400,2018-01-03 18:00:00 +0000 UTC,2018-01-03 18:00:00 ,4887398,,,,264.69,264.15,265.15,1018,,,67,5,300,,,,,,,,,90,721,Haze,haze,50d
1515006000,2018-01-03 19:00:00 +0000 UTC,2018-01-03 19:00:00 ,4887398,,,,264.87,264.15,266.15,1018,,,62,5,270,,,,,,,,,90,600,Snow,light snow,13d
1515006000,2018-01-03 19:00:00 +0000 UTC,2018-01-03 19:00:00 ,4887398,,,,264.87,264.15,266.15,1018,,,62,5,270,,,,,,,,,90,721,Haze,haze,50d
1515009600,2018-01-03 20:00:00 +0000 UTC,2018-01-03 20:00:00 ,4887398,,,,264.6,263.15,266.15,1018,,,52,7,290,,,,,,,,,90,600,Snow,light snow,13d
1515013200,2018-01-03 21:00:00 +0000 UTC,2018-01-03 21:00:00 ,4887398,,,,264.32,263.15,265.15,1018,,,61,7,290,,,,,,,,,90,601,Snow,snow,13d
1515016800,2018-01-03 22:00:00 +0000 UTC,2018-01-03 22:00:00 ,4887398,,,,263.96,262.15,265.15,1019,,,57,7,290,,,,,,,,,75,721,Haze,haze,50d
1515020400,2018-01-03 23:00:00 +0000 UTC,2018-01-03 23:00:00 ,4887398,,,,263.43,262.15,265.15,1020,,,66,3,300,,,,,,,,,40,721,Haze,haze,50n
1515024000,2018-01-04 00:00:00 +0000 UTC,2018-01-04 00:00:00 ,4887398,,,,262.51,260.15,264.15,1021,,,56,5,300,,,,,,,,,75,803,Clouds,broken clouds,04n
1515027600,2018-01-04 01:00:00 +0000 UTC,2018-01-04 01:00:00 ,4887398,,,,262.24,261.15,264.15,1022,,,56,5,300,,,,,,,,,90,600,Snow,light snow,13n
1515031200,2018-01-04 02:00:00 +0000 UTC,2018-01-04 02:00:00 ,4887398,,,,261.65,259.15,264.15,1022,,,56,7,310,,,,,,,,,75,600,Snow,light snow,13n
1515034800,2018-01-04 03:00:00 +0000 UTC,2018-01-04 03:00:00 ,4887398,,,,261.06,258.15,264.15,1022,,,61,4,290,,,,,,,,,75,600,Snow,light snow,13n
1515038400,2018-01-04 04:00:00 +0000 UTC,2018-01-04 04:00:00 ,4887398,,,,260.4599844,256.15,264.15,1022,,,61,6,300,,,,,,,,,90,804,Clouds,overcast clouds,04n
1515042000,2018-01-04 05:00:00 +0000 UTC,2018-01-04 05:00:00 ,4887398,,,,259.5400156,256.15,262.15,1022,,,61,4,290,,,,,,,,,1,721,Haze,haze,50n
1515045600,2018-01-04 06:00:00 +0000 UTC,2018-01-04 06:00:00 ,4887398,,,,259.15,256.15,262.15,1023,,,60,4,280,,,,,,,,,40,600,Snow,light snow,13n
1515049200,2018-01-04 07:00:00 +0000 UTC,2018-01-04 07:00:00 ,4887398,,,,258.4500156,255.15,262.15,1023,,,60,4,280,,,,,,,,,1,600,Snow,light snow,13n
1515052800,2018-01-04 08:00:00 +0000 UTC,2018-01-04 08:00:00 ,4887398,,,,258.03,255.15,262.15,1023,,,60,5,280,,,,,,,,,1,600,Snow,light snow,13n
1515056400,2018-01-04 09:00:00 +0000 UTC,2018-01-04 09:00:00 ,4887398,,,,257.0199844,255.15,259.15,1023,,,60,4,290,,,,,,,,,1,800,Clear,sky is clear,01n
1515060000,2018-01-04 10:00:00 +0000 UTC,2018-01-04 10:00:00 ,4887398,,,,256.5799844,255.15,258.15,1024,,,65,3,280,,,,,,,,,1,800,Clear,sky is clear,01n
1515063600,2018-01-04 11:00:00 +0000 UTC,2018-01-04 11:00:00 ,4887398,,,,256.03,254.15,258.15,1024,,,71,3,320,,,,,,,,,1,800,Clear,sky is clear,01n
1515067200,2018-01-04 12:00:00 +0000 UTC,2018-01-04 12:00:00 ,4887398,,,,255.69,254.15,257.15,1024,,,65,4,290,,,,,,,,,20,801,Clouds,few clouds,02n
1515070800,2018-01-04 13:00:00 +0000 UTC,2018-01-04 13:00:00 ,4887398,,,,255.35,253.15,257.15,1025,,,77,2,300,,,,,,,,,1,800,Clear,sky is clear,01n
1515074400,2018-01-04 14:00:00 +0000 UTC,2018-01-04 14:00:00 ,4887398,,,,255.43,252.15,259.15,1025,,,71,3,330,,,,,,,,,75,600,Snow,light snow,13d
1515074400,2018-01-04 14:00:00 +0000 UTC,2018-01-04 14:00:00 ,4887398,,,,255.43,252.15,259.15,1025,,,71,3,330,,,,,,,,,75,701,Mist,mist,50d
1515078000,2018-01-04 15:00:00 +0000 UTC,2018-01-04 15:00:00 ,4887398,,,,255.58,254.15,258.15,1025,,,71,7,290,,,,,,,,,40,802,Clouds,scattered clouds,03d
1515081600,2018-01-04 16:00:00 +0000 UTC,2018-01-04 16:00:00 ,4887398,,,,257.1099844,253.15,261.15,1026,,,71,5,290,,,,,,,,,40,600,Snow,light snow,13d
1515085200,2018-01-04 17:00:00 +0000 UTC,2018-01-04 17:00:00 ,4887398,,,,258.7600156,255.15,262.15,1026,,,61,5,280,,,,,,,,,40,601,Snow,snow,13d
1515088800,2018-01-04 18:00:00 +0000 UTC,2018-01-04 18:00:00 ,4887398,,,,259.6400156,256.15,262.15,1025,,,66,4,310,,,,,,,,,1,800,Clear,sky is clear,01d
1515092400,2018-01-04 19:00:00 +0000 UTC,2018-01-04 19:00:00 ,4887398,,,,261.2399844,259.15,264.15,1025,,,47,7,330,,,,,,,,,20,600,Snow,light snow,13d
1515096000,2018-01-04 20:00:00 +0000 UTC,2018-01-04 20:00:00 ,4887398,,,,261.4500156,260.15,264.15,1025,,,47,6,290,,,,,,,,,20,600,Snow,light snow,13d
1515099600,2018-01-04 21:00:00 +0000 UTC,2018-01-04 21:00:00 ,4887398,,,,261.43,259.15,264.15,1025,,,51,4,320,,,,,,,,,1,800,Clear,sky is clear,01d
1515103200,2018-01-04 22:00:00 +0000 UTC,2018-01-04 22:00:00 ,4887398,,,,261.3299844,259.15,264.15,1025,,,43,4,290,,,,,,,,,20,801,Clouds,few clouds,02d
1515106800,2018-01-04 23:00:00 +0000 UTC,2018-01-04 23:00:00 ,4887398,,,,260.2300156,257.15,262.15,1026,,,46,4,290,,,,,,,,,20,801,Clouds,few clouds,02n
1515110400,2018-01-05 00:00:00 +0000 UTC,2018-01-05 00:00:00 ,4887398,,,,259.56,257.15,262.15,1026,,,55,5,290,,,,,,,,,20,801,Clouds,few clouds,02n
1515114000,2018-01-05 01:00:00 +0000 UTC,2018-01-05 01:00:00 ,4887398,,,,258.7600156,255.15,262.15,1026,,,55,5,280,,,,,,,,,20,801,Clouds,few clouds,02n
1515117600,2018-01-05 02:00:00 +0000 UTC,2018-01-05 02:00:00 ,4887398,,,,258.2600156,255.15,261.15,1026,,,60,6,280,,,,,,,,,20,801,Clouds,few clouds,02n
1515121200,2018-01-05 03:00:00 +0000 UTC,2018-01-05 03:00:00 ,4887398,,,,257.34,254.15,259.15,1026,,,60,6,280,,,,,,,,,20,801,Clouds,few clouds,02n
1515124800,2018-01-05 04:00:00 +0000 UTC,2018-01-05 04:00:00 ,4887398,,,,256.6400156,253.15,259.15,1026,,,60,4,280,,,,,,,,,20,801,Clouds,few clouds,02n
1515128400,2018-01-05 05:00:00 +0000 UTC,2018-01-05 05:00:00 ,4887398,,,,256.66,254.15,260.15,1027,,,65,4,280,,,,,,,,,1,600,Snow,light snow,13n
1515132000,2018-01-05 06:00:00 +0000 UTC,2018-01-05 06:00:00 ,4887398,,,,255.32,251.15,259.15,1026,,,60,4,270,,,,,,,,,1,721,Haze,haze,50n
1515135600,2018-01-05 07:00:00 +0000 UTC,2018-01-05 07:00:00 ,4887398,,,,254.77,249.15,259.15,1026,,,60,4,270,,,,,,,,,1,800,Clear,sky is clear,01n
1515139200,2018-01-05 08:00:00 +0000 UTC,2018-01-05 08:00:00 ,4887398,,,,254.94,251.15,257.15,1027,,,71,3,260,,,,,,,,,1,800,Clear,sky is clear,01n
1515142800,2018-01-05 09:00:00 +0000 UTC,2018-01-05 09:00:00 ,4887398,,,,254.06,249.15,257.15,1027,,,70,4,270,,,,,,,,,1,800,Clear,sky is clear,01n
1515146400,2018-01-05 10:00:00 +0000 UTC,2018-01-05 10:00:00 ,4887398,,,,254.55,251.15,256.15,1027,,,70,4,270,,,,,,,,,1,800,Clear,sky is clear,01n
1515150000,2018-01-05 11:00:00 +0000 UTC,2018-01-05 11:00:00 ,4887398,,,,254.55,251.15,256.15,1027,,,70,6,270,,,,,,,,,5,800,Clear,sky is clear,02n
1515153600,2018-01-05 12:00:00 +0000 UTC,2018-01-05 12:00:00 ,4887398,,,,254.36,251.15,256.15,1028,,,70,3,280,,,,,,,,,5,800,Clear,sky is clear,02n
1515157200,2018-01-05 13:00:00 +0000 UTC,2018-01-05 13:00:00 ,4887398,,,,254.15,252.15,256.15,1028,,,70,4,290,,,,,,,,,20,801,Clouds,few clouds,02n
1515160800,2018-01-05 14:00:00 +0000 UTC,2018-01-05 14:00:00 ,4887398,,,,254.55,251.15,256.15,1028,,,64,6,280,,,,,,,,,20,801,Clouds,few clouds,02d
1515164400,2018-01-05 15:00:00 +0000 UTC,2018-01-05 15:00:00 ,4887398,,,,254.96,252.15,256.15,1029,,,70,3,310,,,,,,,,,1,800,Clear,sky is clear,01d
1515168000,2018-01-05 16:00:00 +0000 UTC,2018-01-05 16:00:00 ,4887398,,,,256.94,255.15,259.15,1029,,,55,7,290,,,,,,,,,40,802,Clouds,scattered clouds,03d
1515171600,2018-01-05 17:00:00 +0000 UTC,2018-01-05 17:00:00 ,4887398,,,,258.7399844,257.15,261.15,1030,,,51,5,290,,,,,,,,,40,721,Haze,haze,50d
1515175200,2018-01-05 18:00:00 +0000 UTC,2018-01-05 18:00:00 ,4887398,,,,259.85,258.15,261.15,1029,,,55,4,310,,,,,,,,,1,721,Haze,haze,50d
1515178800,2018-01-05 19:00:00 +0000 UTC,2018-01-05 19:00:00 ,4887398,,,,260.65,259.15,262.15,1029,,,55,4,310,,,,,,,,,1,800,Clear,sky is clear,01d
1515182400,2018-01-05 20:00:00 +0000 UTC,2018-01-05 20:00:00 ,4887398,,,,260.78,259.15,262.15,1029,,,55,5,300,,,,,,,,,1,800,Clear,sky is clear,01d
1515186000,2018-01-05 21:00:00 +0000 UTC,2018-01-05 21:00:00 ,4887398,,,,260.75,259.15,262.15,1030,,,51,4,310,,,,,,,,,1,800,Clear,sky is clear,01d
1515189600,2018-01-05 22:00:00 +0000 UTC,2018-01-05 22:00:00 ,4887398,,,,260.78,259.15,262.15,1030,,,39,4,300,,,,,,,,,20,801,Clouds,few clouds,02d
1515193200,2018-01-05 23:00:00 +0000 UTC,2018-01-05 23:00:00 ,4887398,,,,260.2399844,258.15,262.15,1031,,,43,4,290,,,,,,,,,20,801,Clouds,few clouds,02n
1515196800,2018-01-06 00:00:00 +0000 UTC,2018-01-06 00:00:00 ,4887398,,,,259.4500156,257.15,261.15,1031,,,46,5,280,,,,,,,,,20,801,Clouds,few clouds,02n
1515200400,2018-01-06 01:00:00 +0000 UTC,2018-01-06 01:00:00 ,4887398,,,,258.5400156,256.15,260.15,1031,,,46,4,290,,,,,,,,,20,801,Clouds,few clouds,02n
1515204000,2018-01-06 02:00:00 +0000 UTC,2018-01-06 02:00:00 ,4887398,,,,257.9500156,255.15,260.15,1032,,,55,5,280,,,,,,,,,20,801,Clouds,few clouds,02n
1515207600,2018-01-06 03:00:00 +0000 UTC,2018-01-06 03:00:00 ,4887398,,,,257.34,255.15,259.15,1033,,,55,5,280,,,,,,,,,20,801,Clouds,few clouds,02n
1515211200,2018-01-06 04:00:00 +0000 UTC,2018-01-06 04:00:00 ,4887398,,,,256.75,254.15,259.15,1033,,,55,3,290,,,,,,,,,20,801,Clouds,few clouds,02n
1515214800,2018-01-06 05:00:00 +0000 UTC,2018-01-06 05:00:00 ,4887398,,,,256.43,252.15,259.15,1033,,,55,3,290,,,,,,,,,1,800,Clear,sky is clear,01n
1515218400,2018-01-06 06:00:00 +0000 UTC,2018-01-06 06:00:00 ,4887398,,,,256.0199844,253.15,259.15,1033,,,54,3,280,,,,,,,,,1,800,Clear,sky is clear,01n
1515222000,2018-01-06 07:00:00 +0000 UTC,2018-01-06 07:00:00 ,4887398,,,,255.92,252.15,259.15,1033,,,59,3,280,,,,,,,,,1,800,Clear,sky is clear,01n
1515225600,2018-01-06 08:00:00 +0000 UTC,2018-01-06 08:00:00 ,4887398,,,,255.81,251.15,259.15,1034,,,59,3,280,,,,,,,,,1,800,Clear,sky is clear,01n
1515229200,2018-01-06 09:00:00 +0000 UTC,2018-01-06 09:00:00 ,4887398,,,,255.48,252.15,259.15,1034,,,59,2,270,,,,,,,,,1,800,Clear,sky is clear,01n
1515232800,2018-01-06 10:00:00 +0000 UTC,2018-01-06 10:00:00 ,4887398,,,,254.81,252.15,257.15,1035,,,64,3,270,,,,,,,,,1,800,Clear,sky is clear,01n
