dt,dt_iso,dt_iso,Date ,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1483228800,2017-01-01 00:00:00 +0000 UTC,2017-01-01 00:00:00 +0000 UTC,2017-01-01 00:00:00 ,4887398,,,,274.06,273.15,275.15,1011,,,100,4,300,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483232400,2017-01-01 01:00:00 +0000 UTC,2017-01-01 01:00:00 +0000 UTC,2017-01-01 01:00:00 ,4887398,,,,272.94,271.15,274.15,1011,,,50,4,290,,,,,,,,,40,802,Clouds,scattered clouds,03n
1483236000,2017-01-01 02:00:00 +0000 UTC,2017-01-01 02:00:00 +0000 UTC,2017-01-01 02:00:00 ,4887398,,,,272.14,271.15,273.15,1012,,,100,3,270,,,,,,,,,1,800,Clear,sky is clear,01n
1483239600,2017-01-01 03:00:00 +0000 UTC,2017-01-01 03:00:00 +0000 UTC,2017-01-01 03:00:00 ,4887398,,,,270.97,270.15,272.15,1012,,,63,3,250,,,,,,,,,1,800,Clear,sky is clear,01n
1483243200,2017-01-01 04:00:00 +0000 UTC,2017-01-01 04:00:00 +0000 UTC,2017-01-01 04:00:00 ,4887398,,,,270.14,269.15,271.15,1014,,,73,1,220,,,,,,,,,1,800,Clear,sky is clear,01n
1483246800,2017-01-01 05:00:00 +0000 UTC,2017-01-01 05:00:00 +0000 UTC,2017-01-01 05:00:00 ,4887398,,,,270.04,269.15,271.15,1015,,,92,3,290,,,,,,,,,1,800,Clear,sky is clear,01n
1483250400,2017-01-01 06:00:00 +0000 UTC,2017-01-01 06:00:00 +0000 UTC,2017-01-01 06:00:00 ,4887398,,,,269.34,267.15,271.15,1016,,,74,2,240,,,,,,,,,1,800,Clear,sky is clear,01n
1483254000,2017-01-01 07:00:00 +0000 UTC,2017-01-01 07:00:00 +0000 UTC,2017-01-01 07:00:00 ,4887398,,,,268.34,266.15,270.15,1016,,,79,1,210,,,,,,,,,1,800,Clear,sky is clear,01n
1483257600,2017-01-01 08:00:00 +0000 UTC,2017-01-01 08:00:00 +0000 UTC,2017-01-01 08:00:00 ,4887398,,,,267.93,266.15,269.15,1017,,,85,2,247,,,,,,,,,1,701,Mist,mist,50n
1483261200,2017-01-01 09:00:00 +0000 UTC,2017-01-01 09:00:00 +0000 UTC,2017-01-01 09:00:00 ,4887398,,,,267.15,266.15,269.15,1017,,,92,2,247,,,,,,,,,1,800,Clear,sky is clear,01n
1483264800,2017-01-01 10:00:00 +0000 UTC,2017-01-01 10:00:00 +0000 UTC,2017-01-01 10:00:00 ,4887398,,,,265.93,265.15,267.15,1018,,,100,3,210,,,,,,,,,1,701,Mist,mist,50n
1483268400,2017-01-01 11:00:00 +0000 UTC,2017-01-01 11:00:00 +0000 UTC,2017-01-01 11:00:00 ,4887398,,,,265.79,265.15,267.15,1018,,,100,1,210,,,,,,,,,1,701,Mist,mist,50n
1483272000,2017-01-01 12:00:00 +0000 UTC,2017-01-01 12:00:00 +0000 UTC,2017-01-01 12:00:00 ,4887398,,,,266.26,265.15,268.15,1019,,,100,2,210,,,,,,,,,1,701,Mist,mist,50n
1483275600,2017-01-01 13:00:00 +0000 UTC,2017-01-01 13:00:00 +0000 UTC,2017-01-01 13:00:00 ,4887398,,,,266.06,265.15,267.15,1019,,,100,2,200,,,,,,,,,1,701,Mist,mist,50n
1483279200,2017-01-01 14:00:00 +0000 UTC,2017-01-01 14:00:00 +0000 UTC,2017-01-01 14:00:00 ,4887398,,,,266.04,265.15,267.15,1020,,,100,3,200,,,,,,,,,1,701,Mist,mist,50d
1483282800,2017-01-01 15:00:00 +0000 UTC,2017-01-01 15:00:00 +0000 UTC,2017-01-01 15:00:00 ,4887398,,,,267.56,266.15,270.15,1021,,,79,3,222,,,,,,,,,5,701,Mist,mist,50d
1483286400,2017-01-01 16:00:00 +0000 UTC,2017-01-01 16:00:00 +0000 UTC,2017-01-01 16:00:00 ,4887398,,,,269.94,269.15,271.15,1020,,,92,3,222,,,,,,,,,1,701,Mist,mist,50d
1483290000,2017-01-01 17:00:00 +0000 UTC,2017-01-01 17:00:00 +0000 UTC,2017-01-01 17:00:00 ,4887398,,,,272.03,270.15,273.15,1021,,,100,3,200,,,,,,,,,1,721,Haze,haze,50d
1483293600,2017-01-01 18:00:00 +0000 UTC,2017-01-01 18:00:00 +0000 UTC,2017-01-01 18:00:00 ,4887398,,,,274.14,273.15,275.15,1021,,,74,5,200,,,,,,,,,1,800,Clear,sky is clear,01d
1483297200,2017-01-01 19:00:00 +0000 UTC,2017-01-01 19:00:00 +0000 UTC,2017-01-01 19:00:00 ,4887398,,,,275.45,275.15,276.15,1020,,,69,2,210,,,,,,,,,1,800,Clear,sky is clear,01d
1483300800,2017-01-01 20:00:00 +0000 UTC,2017-01-01 20:00:00 +0000 UTC,2017-01-01 20:00:00 ,4887398,,,,276.35,276.15,277.15,1020,,,64,2,210,,,,,,,,,1,800,Clear,sky is clear,01d
1483304400,2017-01-01 21:00:00 +0000 UTC,2017-01-01 21:00:00 +0000 UTC,2017-01-01 21:00:00 ,4887398,,,,277.05,276.15,278.15,1019,,,59,1,60,,,,,,,,,1,800,Clear,sky is clear,01d
1483308000,2017-01-01 22:00:00 +0000 UTC,2017-01-01 22:00:00 +0000 UTC,2017-01-01 22:00:00 ,4887398,,,,277.15,276.15,278.15,1019,,,55,1,182,,,,,,,,,1,800,Clear,sky is clear,01d
1483311600,2017-01-01 23:00:00 +0000 UTC,2017-01-01 23:00:00 +0000 UTC,2017-01-01 23:00:00 ,4887398,,,,276.16,275.15,277.15,1020,,,64,2,94,,,,,,,,,1,800,Clear,sky is clear,01n
1483315200,2017-01-02 00:00:00 +0000 UTC,2017-01-02 00:00:00 +0000 UTC,2017-01-02 00:00:00 ,4887398,,,,273.49,272.15,274.15,1021,,,100,2,94,,,,,,,,,1,800,Clear,sky is clear,01n
1483318800,2017-01-02 01:00:00 +0000 UTC,2017-01-02 01:00:00 +0000 UTC,2017-01-02 01:00:00 ,4887398,,,,273.16,272.15,274.15,1021,,,100,2,90,,,,,,,,,1,800,Clear,sky is clear,01n
1483322400,2017-01-02 02:00:00 +0000 UTC,2017-01-02 02:00:00 +0000 UTC,2017-01-02 02:00:00 ,4887398,,,,273.24,272.15,275.15,1021,,,100,3,100,,,,,,,,,75,803,Clouds,broken clouds,04n
1483326000,2017-01-02 03:00:00 +0000 UTC,2017-01-02 03:00:00 +0000 UTC,2017-01-02 03:00:00 ,4887398,,,,272.93,271.15,275.15,1020,,,100,3,90,,,,,,,,,1,800,Clear,sky is clear,01n
1483329600,2017-01-02 04:00:00 +0000 UTC,2017-01-02 04:00:00 +0000 UTC,2017-01-02 04:00:00 ,4887398,,,,272.83,271.15,275.15,1021,,,100,3,80,,,,,,,,,75,803,Clouds,broken clouds,04n
1483333200,2017-01-02 05:00:00 +0000 UTC,2017-01-02 05:00:00 +0000 UTC,2017-01-02 05:00:00 ,4887398,,,,272.43,270.15,274.15,1021,,,100,2,80,,,,,,,,,1,800,Clear,sky is clear,01n
1483336800,2017-01-02 06:00:00 +0000 UTC,2017-01-02 06:00:00 +0000 UTC,2017-01-02 06:00:00 ,4887398,,,,271.13,269.15,273.15,1021,,,79,5,115,,,,,,,,,1,800,Clear,sky is clear,01n
1483340400,2017-01-02 07:00:00 +0000 UTC,2017-01-02 07:00:00 +0000 UTC,2017-01-02 07:00:00 ,4887398,,,,271.12,268.15,274.15,1020,,,100,2,80,,,,,,,,,1,800,Clear,sky is clear,01n
1483344000,2017-01-02 08:00:00 +0000 UTC,2017-01-02 08:00:00 +0000 UTC,2017-01-02 08:00:00 ,4887398,,,,270.73,268.15,274.15,1021,,,74,5,107,,,,,,,,,1,800,Clear,sky is clear,01n
1483347600,2017-01-02 09:00:00 +0000 UTC,2017-01-02 09:00:00 +0000 UTC,2017-01-02 09:00:00 ,4887398,,,,270.82,268.15,273.15,1021,,,100,2,90,,,,,,,,,40,802,Clouds,scattered clouds,03n
1483351200,2017-01-02 10:00:00 +0000 UTC,2017-01-02 10:00:00 +0000 UTC,2017-01-02 10:00:00 ,4887398,,,,271.8,269.15,273.15,1020,,,92,4,80,,,,,,,,,1,800,Clear,sky is clear,01n
1483354800,2017-01-02 11:00:00 +0000 UTC,2017-01-02 11:00:00 +0000 UTC,2017-01-02 11:00:00 ,4887398,,,,271.69,269.15,273.15,1019,,,92,4,80,,,,,,,,,40,802,Clouds,scattered clouds,03n
1483358400,2017-01-02 12:00:00 +0000 UTC,2017-01-02 12:00:00 +0000 UTC,2017-01-02 12:00:00 ,4887398,,,,273.35,272.15,274.15,1019,,,100,3,80,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483362000,2017-01-02 13:00:00 +0000 UTC,2017-01-02 13:00:00 +0000 UTC,2017-01-02 13:00:00 ,4887398,,,,274.05,273.15,275.15,1020,,,100,2,90,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483365600,2017-01-02 14:00:00 +0000 UTC,2017-01-02 14:00:00 +0000 UTC,2017-01-02 14:00:00 ,4887398,,,,274.71,274.15,275.15,1020,,,80,2,100,,,,,,,,,90,721,Haze,haze,50d
1483369200,2017-01-02 15:00:00 +0000 UTC,2017-01-02 15:00:00 +0000 UTC,2017-01-02 15:00:00 ,4887398,,,,275.25,274.15,276.15,1020,,,69,3,100,,,,,,,,,90,701,Mist,mist,50d
1483372800,2017-01-02 16:00:00 +0000 UTC,2017-01-02 16:00:00 +0000 UTC,2017-01-02 16:00:00 ,4887398,,,,275.75,275.15,276.15,1019,,,74,2,80,,,,,,,,,90,741,Fog,fog,50d
1483372800,2017-01-02 16:00:00 +0000 UTC,2017-01-02 16:00:00 +0000 UTC,2017-01-02 16:00:00 ,4887398,,,,275.75,275.15,276.15,1019,,,74,2,80,,,,,,,,,90,701,Mist,mist,50d
1483372800,2017-01-02 16:00:00 +0000 UTC,2017-01-02 16:00:00 +0000 UTC,2017-01-02 16:00:00 ,4887398,,,,275.75,275.15,276.15,1019,,,74,2,80,,,,,,,,,90,721,Haze,haze,50d
1483376400,2017-01-02 17:00:00 +0000 UTC,2017-01-02 17:00:00 +0000 UTC,2017-01-02 17:00:00 ,4887398,,,,276.45,276.15,277.15,1018,,,100,3,80,,,,,,,,,90,721,Haze,haze,50d
1483376400,2017-01-02 17:00:00 +0000 UTC,2017-01-02 17:00:00 +0000 UTC,2017-01-02 17:00:00 ,4887398,,,,276.45,276.15,277.15,1018,,,100,3,80,,,,,,,,,90,701,Mist,mist,50d
1483380000,2017-01-02 18:00:00 +0000 UTC,2017-01-02 18:00:00 +0000 UTC,2017-01-02 18:00:00 ,4887398,,,,277.15,277.15,277.15,1018,,,93,2,130,,,,,,,,,90,701,Mist,mist,50d
1483380000,2017-01-02 18:00:00 +0000 UTC,2017-01-02 18:00:00 +0000 UTC,2017-01-02 18:00:00 ,4887398,,,,277.15,277.15,277.15,1018,,,93,2,130,,,,,,,,,90,721,Haze,haze,50d
1483383600,2017-01-02 19:00:00 +0000 UTC,2017-01-02 19:00:00 +0000 UTC,2017-01-02 19:00:00 ,4887398,,,,277.26,276.15,278.15,1016,,,80,3,70,0.3,,,,,,,,90,721,Haze,haze,50d
1483383600,2017-01-02 19:00:00 +0000 UTC,2017-01-02 19:00:00 +0000 UTC,2017-01-02 19:00:00 ,4887398,,,,277.26,276.15,278.15,1016,,,80,3,70,0.3,,,,,,,,90,701,Mist,mist,50d
1483383600,2017-01-02 19:00:00 +0000 UTC,2017-01-02 19:00:00 +0000 UTC,2017-01-02 19:00:00 ,4887398,,,,277.26,276.15,278.15,1016,,,80,3,70,0.3,,,,,,,,90,500,Rain,light rain,10d
1483387200,2017-01-02 20:00:00 +0000 UTC,2017-01-02 20:00:00 +0000 UTC,2017-01-02 20:00:00 ,4887398,,,,276.78,276.15,278.15,1016,,,93,3,60,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1483387200,2017-01-02 20:00:00 +0000 UTC,2017-01-02 20:00:00 +0000 UTC,2017-01-02 20:00:00 ,4887398,,,,276.78,276.15,278.15,1016,,,93,3,60,0.9,,,,,,,,90,701,Mist,mist,50d
1483390800,2017-01-02 21:00:00 +0000 UTC,2017-01-02 21:00:00 +0000 UTC,2017-01-02 21:00:00 ,4887398,,,,277.05,276.15,278.15,1015,,,86,2,80,0.9,,,,,,,,90,701,Mist,mist,50d
1483390800,2017-01-02 21:00:00 +0000 UTC,2017-01-02 21:00:00 +0000 UTC,2017-01-02 21:00:00 ,4887398,,,,277.05,276.15,278.15,1015,,,86,2,80,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1483394400,2017-01-02 22:00:00 +0000 UTC,2017-01-02 22:00:00 +0000 UTC,2017-01-02 22:00:00 ,4887398,,,,276.71,276.15,277.15,1015,,,100,3,80,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1483394400,2017-01-02 22:00:00 +0000 UTC,2017-01-02 22:00:00 +0000 UTC,2017-01-02 22:00:00 ,4887398,,,,276.71,276.15,277.15,1015,,,100,3,80,0.9,,,,,,,,90,701,Mist,mist,50d
1483398000,2017-01-02 23:00:00 +0000 UTC,2017-01-02 23:00:00 +0000 UTC,2017-01-02 23:00:00 ,4887398,,,,276.65,276.15,277.15,1015,,,100,1,0,0.9,,,,,,,,90,501,Rain,moderate rain,10n
1483398000,2017-01-02 23:00:00 +0000 UTC,2017-01-02 23:00:00 +0000 UTC,2017-01-02 23:00:00 ,4887398,,,,276.65,276.15,277.15,1015,,,100,1,0,0.9,,,,,,,,90,701,Mist,mist,50n
1483401600,2017-01-03 00:00:00 +0000 UTC,2017-01-03 00:00:00 +0000 UTC,2017-01-03 00:00:00 ,4887398,,,,276.75,276.15,277.15,1014,,,100,2,50,0.9,,,,,,,,90,501,Rain,moderate rain,10n
1483401600,2017-01-03 00:00:00 +0000 UTC,2017-01-03 00:00:00 +0000 UTC,2017-01-03 00:00:00 ,4887398,,,,276.75,276.15,277.15,1014,,,100,2,50,0.9,,,,,,,,90,701,Mist,mist,50n
1483401600,2017-01-03 00:00:00 +0000 UTC,2017-01-03 00:00:00 +0000 UTC,2017-01-03 00:00:00 ,4887398,,,,276.75,276.15,277.15,1014,,,100,2,50,0.9,,,,,,,,90,301,Drizzle,drizzle,09n
1483405200,2017-01-03 01:00:00 +0000 UTC,2017-01-03 01:00:00 +0000 UTC,2017-01-03 01:00:00 ,4887398,,,,276.7,276.15,277.15,1015,,,93,2,80,0.3,,,,,,,,90,500,Rain,light rain,10n
1483405200,2017-01-03 01:00:00 +0000 UTC,2017-01-03 01:00:00 +0000 UTC,2017-01-03 01:00:00 ,4887398,,,,276.7,276.15,277.15,1015,,,93,2,80,0.3,,,,,,,,90,701,Mist,mist,50n
1483405200,2017-01-03 01:00:00 +0000 UTC,2017-01-03 01:00:00 +0000 UTC,2017-01-03 01:00:00 ,4887398,,,,276.7,276.15,277.15,1015,,,93,2,80,0.3,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1483408800,2017-01-03 02:00:00 +0000 UTC,2017-01-03 02:00:00 +0000 UTC,2017-01-03 02:00:00 ,4887398,,,,276.95,276.15,278.15,1013,,,100,3,30,0.3,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1483408800,2017-01-03 02:00:00 +0000 UTC,2017-01-03 02:00:00 +0000 UTC,2017-01-03 02:00:00 ,4887398,,,,276.95,276.15,278.15,1013,,,100,3,30,0.3,,,,,,,,90,701,Mist,mist,50n
1483408800,2017-01-03 02:00:00 +0000 UTC,2017-01-03 02:00:00 +0000 UTC,2017-01-03 02:00:00 ,4887398,,,,276.95,276.15,278.15,1013,,,100,3,30,0.3,,,,,,,,90,500,Rain,light rain,10n
1483412400,2017-01-03 03:00:00 +0000 UTC,2017-01-03 03:00:00 +0000 UTC,2017-01-03 03:00:00 ,4887398,,,,276.94,276.15,278.15,1012,,,100,2,100,0.3,,,,,,,,90,701,Mist,mist,50n
1483412400,2017-01-03 03:00:00 +0000 UTC,2017-01-03 03:00:00 +0000 UTC,2017-01-03 03:00:00 ,4887398,,,,276.94,276.15,278.15,1012,,,100,2,100,0.3,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1483412400,2017-01-03 03:00:00 +0000 UTC,2017-01-03 03:00:00 +0000 UTC,2017-01-03 03:00:00 ,4887398,,,,276.94,276.15,278.15,1012,,,100,2,100,0.3,,,,,,,,90,500,Rain,light rain,10n
1483416000,2017-01-03 04:00:00 +0000 UTC,2017-01-03 04:00:00 +0000 UTC,2017-01-03 04:00:00 ,4887398,,,,277.15,276.15,278.15,1013,,,100,1,70,,,,,,,,,90,701,Mist,mist,50n
1483416000,2017-01-03 04:00:00 +0000 UTC,2017-01-03 04:00:00 +0000 UTC,2017-01-03 04:00:00 ,4887398,,,,277.15,276.15,278.15,1013,,,100,1,70,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1483419600,2017-01-03 05:00:00 +0000 UTC,2017-01-03 05:00:00 +0000 UTC,2017-01-03 05:00:00 ,4887398,,,,277.15,276.15,278.15,1012,,,100,1,100,,,,,,,,,90,701,Mist,mist,50n
1483419600,2017-01-03 05:00:00 +0000 UTC,2017-01-03 05:00:00 +0000 UTC,2017-01-03 05:00:00 ,4887398,,,,277.15,276.15,278.15,1012,,,100,1,100,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1483423200,2017-01-03 06:00:00 +0000 UTC,2017-01-03 06:00:00 +0000 UTC,2017-01-03 06:00:00 ,4887398,,,,277.14,276.15,278.15,1012,,,93,2,20,0.3,,,,,,,,90,701,Mist,mist,50n
1483423200,2017-01-03 06:00:00 +0000 UTC,2017-01-03 06:00:00 +0000 UTC,2017-01-03 06:00:00 ,4887398,,,,277.14,276.15,278.15,1012,,,93,2,20,0.3,,,,,,,,90,301,Drizzle,drizzle,09n
1483423200,2017-01-03 06:00:00 +0000 UTC,2017-01-03 06:00:00 +0000 UTC,2017-01-03 06:00:00 ,4887398,,,,277.14,276.15,278.15,1012,,,93,2,20,0.3,,,,,,,,90,741,Fog,fog,50n
1483423200,2017-01-03 06:00:00 +0000 UTC,2017-01-03 06:00:00 +0000 UTC,2017-01-03 06:00:00 ,4887398,,,,277.14,276.15,278.15,1012,,,93,2,20,0.3,,,,,,,,90,500,Rain,light rain,10n
1483426800,2017-01-03 07:00:00 +0000 UTC,2017-01-03 07:00:00 +0000 UTC,2017-01-03 07:00:00 ,4887398,,,,277.14,276.15,278.15,1011,,,100,1,127,0.3,,,,,,,,90,701,Mist,mist,50n
1483426800,2017-01-03 07:00:00 +0000 UTC,2017-01-03 07:00:00 +0000 UTC,2017-01-03 07:00:00 ,4887398,,,,277.14,276.15,278.15,1011,,,100,1,127,0.3,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1483426800,2017-01-03 07:00:00 +0000 UTC,2017-01-03 07:00:00 +0000 UTC,2017-01-03 07:00:00 ,4887398,,,,277.14,276.15,278.15,1011,,,100,1,127,0.3,,,,,,,,90,741,Fog,fog,50n
1483426800,2017-01-03 07:00:00 +0000 UTC,2017-01-03 07:00:00 +0000 UTC,2017-01-03 07:00:00 ,4887398,,,,277.14,276.15,278.15,1011,,,100,1,127,0.3,,,,,,,,90,500,Rain,light rain,10n
1483430400,2017-01-03 08:00:00 +0000 UTC,2017-01-03 08:00:00 +0000 UTC,2017-01-03 08:00:00 ,4887398,,,,276.92,276.15,277.15,1010,,,93,2,40,,,,,,,,,90,701,Mist,mist,50n
1483430400,2017-01-03 08:00:00 +0000 UTC,2017-01-03 08:00:00 +0000 UTC,2017-01-03 08:00:00 ,4887398,,,,276.92,276.15,277.15,1010,,,93,2,40,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1483430400,2017-01-03 08:00:00 +0000 UTC,2017-01-03 08:00:00 +0000 UTC,2017-01-03 08:00:00 ,4887398,,,,276.92,276.15,277.15,1010,,,93,2,40,,,,,,,,,90,741,Fog,fog,50n
1483434000,2017-01-03 09:00:00 +0000 UTC,2017-01-03 09:00:00 +0000 UTC,2017-01-03 09:00:00 ,4887398,,,,276.95,276.15,278.15,1009,,,100,1,350,,,,,,,,,90,701,Mist,mist,50n
1483434000,2017-01-03 09:00:00 +0000 UTC,2017-01-03 09:00:00 +0000 UTC,2017-01-03 09:00:00 ,4887398,,,,276.95,276.15,278.15,1009,,,100,1,350,,,,,,,,,90,741,Fog,fog,50n
1483437600,2017-01-03 10:00:00 +0000 UTC,2017-01-03 10:00:00 +0000 UTC,2017-01-03 10:00:00 ,4887398,,,,276.95,276.15,278.15,1009,,,100,2,350,,,,,,,,,90,701,Mist,mist,50n
1483437600,2017-01-03 10:00:00 +0000 UTC,2017-01-03 10:00:00 +0000 UTC,2017-01-03 10:00:00 ,4887398,,,,276.95,276.15,278.15,1009,,,100,2,350,,,,,,,,,90,741,Fog,fog,50n
1483441200,2017-01-03 11:00:00 +0000 UTC,2017-01-03 11:00:00 +0000 UTC,2017-01-03 11:00:00 ,4887398,,,,276.92,276.15,278.15,1009,,,93,1,60,,,,,,,,,90,701,Mist,mist,50n
1483441200,2017-01-03 11:00:00 +0000 UTC,2017-01-03 11:00:00 +0000 UTC,2017-01-03 11:00:00 ,4887398,,,,276.92,276.15,278.15,1009,,,93,1,60,,,,,,,,,90,741,Fog,fog,50n
1483444800,2017-01-03 12:00:00 +0000 UTC,2017-01-03 12:00:00 +0000 UTC,2017-01-03 12:00:00 ,4887398,,,,276.94,276.15,278.15,1008,,,86,1,10,,,,,,,,,90,701,Mist,mist,50n
1483444800,2017-01-03 12:00:00 +0000 UTC,2017-01-03 12:00:00 +0000 UTC,2017-01-03 12:00:00 ,4887398,,,,276.94,276.15,278.15,1008,,,86,1,10,,,,,,,,,90,741,Fog,fog,50n
1483448400,2017-01-03 13:00:00 +0000 UTC,2017-01-03 13:00:00 +0000 UTC,2017-01-03 13:00:00 ,4887398,,,,277.04,276.15,278.15,1008,,,100,2,350,,,,,,,,,90,741,Fog,fog,50n
1483452000,2017-01-03 14:00:00 +0000 UTC,2017-01-03 14:00:00 +0000 UTC,2017-01-03 14:00:00 ,4887398,,,,277.14,276.15,278.15,1008,,,93,2,10,,,,,,,,,90,701,Mist,mist,50d
1483452000,2017-01-03 14:00:00 +0000 UTC,2017-01-03 14:00:00 +0000 UTC,2017-01-03 14:00:00 ,4887398,,,,277.14,276.15,278.15,1008,,,93,2,10,,,,,,,,,90,741,Fog,fog,50d
1483455600,2017-01-03 15:00:00 +0000 UTC,2017-01-03 15:00:00 +0000 UTC,2017-01-03 15:00:00 ,4887398,,,,277.13,276.15,278.15,1008,,,93,2,350,,,,,,,,,90,701,Mist,mist,50d
1483455600,2017-01-03 15:00:00 +0000 UTC,2017-01-03 15:00:00 +0000 UTC,2017-01-03 15:00:00 ,4887398,,,,277.13,276.15,278.15,1008,,,93,2,350,,,,,,,,,90,741,Fog,fog,50d
1483459200,2017-01-03 16:00:00 +0000 UTC,2017-01-03 16:00:00 +0000 UTC,2017-01-03 16:00:00 ,4887398,,,,277.44,276.15,279.15,1008,,,87,2,10,,,,,,,,,90,701,Mist,mist,50d
1483459200,2017-01-03 16:00:00 +0000 UTC,2017-01-03 16:00:00 +0000 UTC,2017-01-03 16:00:00 ,4887398,,,,277.44,276.15,279.15,1008,,,87,2,10,,,,,,,,,90,741,Fog,fog,50d
1483462800,2017-01-03 17:00:00 +0000 UTC,2017-01-03 17:00:00 +0000 UTC,2017-01-03 17:00:00 ,4887398,,,,277.75,276.15,279.15,1008,,,93,4,340,,,,,,,,,90,701,Mist,mist,50d
1483462800,2017-01-03 17:00:00 +0000 UTC,2017-01-03 17:00:00 +0000 UTC,2017-01-03 17:00:00 ,4887398,,,,277.75,276.15,279.15,1008,,,93,4,340,,,,,,,,,90,301,Drizzle,drizzle,09d
1483462800,2017-01-03 17:00:00 +0000 UTC,2017-01-03 17:00:00 +0000 UTC,2017-01-03 17:00:00 ,4887398,,,,277.75,276.15,279.15,1008,,,93,4,340,,,,,,,,,90,741,Fog,fog,50d
1483466400,2017-01-03 18:00:00 +0000 UTC,2017-01-03 18:00:00 +0000 UTC,2017-01-03 18:00:00 ,4887398,,,,277.55,276.15,279.15,1009,,,100,2,290,0.9,,,,,,,,90,701,Mist,mist,50d
1483466400,2017-01-03 18:00:00 +0000 UTC,2017-01-03 18:00:00 +0000 UTC,2017-01-03 18:00:00 ,4887398,,,,277.55,276.15,279.15,1009,,,100,2,290,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1483466400,2017-01-03 18:00:00 +0000 UTC,2017-01-03 18:00:00 +0000 UTC,2017-01-03 18:00:00 ,4887398,,,,277.55,276.15,279.15,1009,,,100,2,290,0.9,,,,,,,,90,741,Fog,fog,50d
1483470000,2017-01-03 19:00:00 +0000 UTC,2017-01-03 19:00:00 +0000 UTC,2017-01-03 19:00:00 ,4887398,,,,277.04,276.15,278.15,1008,,,100,4,330,0.9,,,,,,,,90,701,Mist,mist,50d
1483470000,2017-01-03 19:00:00 +0000 UTC,2017-01-03 19:00:00 +0000 UTC,2017-01-03 19:00:00 ,4887398,,,,277.04,276.15,278.15,1008,,,100,4,330,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1483470000,2017-01-03 19:00:00 +0000 UTC,2017-01-03 19:00:00 +0000 UTC,2017-01-03 19:00:00 ,4887398,,,,277.04,276.15,278.15,1008,,,100,4,330,0.9,,,,,,,,90,301,Drizzle,drizzle,09d
1483473600,2017-01-03 20:00:00 +0000 UTC,2017-01-03 20:00:00 +0000 UTC,2017-01-03 20:00:00 ,4887398,,,,276.95,276.15,278.15,1008,,,100,6,340,0.3,,,,,,,,90,500,Rain,light rain,10d
1483473600,2017-01-03 20:00:00 +0000 UTC,2017-01-03 20:00:00 +0000 UTC,2017-01-03 20:00:00 ,4887398,,,,276.95,276.15,278.15,1008,,,100,6,340,0.3,,,,,,,,90,701,Mist,mist,50d
1483473600,2017-01-03 20:00:00 +0000 UTC,2017-01-03 20:00:00 +0000 UTC,2017-01-03 20:00:00 ,4887398,,,,276.95,276.15,278.15,1008,,,100,6,340,0.3,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1483477200,2017-01-03 21:00:00 +0000 UTC,2017-01-03 21:00:00 +0000 UTC,2017-01-03 21:00:00 ,4887398,,,,276.59,276.15,277.15,1008,,,86,5,320,0.3,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1483477200,2017-01-03 21:00:00 +0000 UTC,2017-01-03 21:00:00 +0000 UTC,2017-01-03 21:00:00 ,4887398,,,,276.59,276.15,277.15,1008,,,86,5,320,0.3,,,,,,,,90,701,Mist,mist,50d
1483477200,2017-01-03 21:00:00 +0000 UTC,2017-01-03 21:00:00 +0000 UTC,2017-01-03 21:00:00 ,4887398,,,,276.59,276.15,277.15,1008,,,86,5,320,0.3,,,,,,,,90,500,Rain,light rain,10d
1483480800,2017-01-03 22:00:00 +0000 UTC,2017-01-03 22:00:00 +0000 UTC,2017-01-03 22:00:00 ,4887398,,,,276.65,276.15,277.15,1009,,,100,6,320,,,,,,,,,90,701,Mist,mist,50d
1483484400,2017-01-03 23:00:00 +0000 UTC,2017-01-03 23:00:00 +0000 UTC,2017-01-03 23:00:00 ,4887398,,,,276.26,275.15,277.15,1010,,,100,7,310,0.3,,,,,,,,90,701,Mist,mist,50n
1483484400,2017-01-03 23:00:00 +0000 UTC,2017-01-03 23:00:00 +0000 UTC,2017-01-03 23:00:00 ,4887398,,,,276.26,275.15,277.15,1010,,,100,7,310,0.3,,,,,,,,90,500,Rain,light rain,10n
