,dt,dt_iso_x,city_id_x,temp_x,temp_min_x,temp_max_x,pressure_x,humidity_x,wind_speed_x,wind_deg_x,weather_id_x,weather_main_x,weather_description_x,weather_icon_x,dt_iso_y,city_id_y,temp_y,temp_min_y,temp_max_y,pressure_y,humidity_y,wind_speed_y,wind_deg_y,weather_id_y,weather_main_y,weather_description_y,weather_icon_y
5734,1523509200,2018-04-12 05:00:00 +0000 UTC,4887398,283.84,279.15,288.15,1009,47,4,150,500,Rain,light rain,10n,2018-04-12 05:00:00 +0000 UTC,4887398,283.84,279.15,288.15,1009,47,4,150,721,Haze,haze,50n
5735,1523509200,2018-04-12 05:00:00 +0000 UTC,4887398,283.84,279.15,288.15,1009,47,4,150,500,Rain,light rain,10n,2018-04-12 05:00:00 +0000 UTC,4887398,283.84,279.15,288.15,1009,47,4,150,500,Rain,light rain,10n
5736,1523512800,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,500,Rain,light rain,10n,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,500,Rain,light rain,10n
5737,1523512800,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,500,Rain,light rain,10n,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,300,Drizzle,light intensity drizzle,09n
5738,1523512800,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,500,Rain,light rain,10n,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,701,Mist,mist,50n
5739,1523512800,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,300,Drizzle,light intensity drizzle,09n,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,500,Rain,light rain,10n
5740,1523512800,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,300,Drizzle,light intensity drizzle,09n,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,300,Drizzle,light intensity drizzle,09n
5741,1523512800,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,300,Drizzle,light intensity drizzle,09n,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,701,Mist,mist,50n
5742,1523512800,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,701,Mist,mist,50n,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,500,Rain,light rain,10n
5743,1523512800,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,701,Mist,mist,50n,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,300,Drizzle,light intensity drizzle,09n
5744,1523512800,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,701,Mist,mist,50n,2018-04-12 06:00:00 +0000 UTC,4887398,284.0,279.15,288.15,1008,51,6,170,701,Mist,mist,50n
5745,1523516400,2018-04-12 07:00:00 +0000 UTC,4887398,284.2,279.15,288.15,1008,47,4,190,500,Rain,light rain,10n,2018-04-12 07:00:00 +0000 UTC,4887398,284.2,279.15,288.15,1008,47,4,190,500,Rain,light rain,10n
5746,1523516400,2018-04-12 07:00:00 +0000 UTC,4887398,284.2,279.15,288.15,1008,47,4,190,500,Rain,light rain,10n,2018-04-12 07:00:00 +0000 UTC,4887398,284.2,279.15,288.15,1008,47,4,190,701,Mist,mist,50n
5747,1523516400,2018-04-12 07:00:00 +0000 UTC,4887398,284.2,279.15,288.15,1008,47,4,190,701,Mist,mist,50n,2018-04-12 07:00:00 +0000 UTC,4887398,284.2,279.15,288.15,1008,47,4,190,500,Rain,light rain,10n
5748,1523516400,2018-04-12 07:00:00 +0000 UTC,4887398,284.2,279.15,288.15,1008,47,4,190,701,Mist,mist,50n,2018-04-12 07:00:00 +0000 UTC,4887398,284.2,279.15,288.15,1008,47,4,190,701,Mist,mist,50n
5749,1523520000,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,500,Rain,light rain,10n,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,500,Rain,light rain,10n
5750,1523520000,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,500,Rain,light rain,10n,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,701,Mist,mist,50n
5751,1523520000,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,500,Rain,light rain,10n,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,300,Drizzle,light intensity drizzle,09n
5752,1523520000,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,701,Mist,mist,50n,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,500,Rain,light rain,10n
5753,1523520000,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,701,Mist,mist,50n,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,701,Mist,mist,50n
5754,1523520000,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,701,Mist,mist,50n,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,300,Drizzle,light intensity drizzle,09n
5755,1523520000,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,300,Drizzle,light intensity drizzle,09n,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,500,Rain,light rain,10n
5756,1523520000,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,300,Drizzle,light intensity drizzle,09n,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,701,Mist,mist,50n
5757,1523520000,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,300,Drizzle,light intensity drizzle,09n,2018-04-12 08:00:00 +0000 UTC,4887398,283.83,279.15,288.15,1008,47,2,240,300,Drizzle,light intensity drizzle,09n
5758,1523523600,2018-04-12 09:00:00 +0000 UTC,4887398,284.01,280.15,287.15,1006,50,4,170,500,Rain,light rain,10n,2018-04-12 09:00:00 +0000 UTC,4887398,284.01,280.15,287.15,1006,50,4,170,500,Rain,light rain,10n
5759,1523523600,2018-04-12 09:00:00 +0000 UTC,4887398,284.01,280.15,287.15,1006,50,4,170,500,Rain,light rain,10n,2018-04-12 09:00:00 +0000 UTC,4887398,284.01,280.15,287.15,1006,50,4,170,701,Mist,mist,50n
5760,1523523600,2018-04-12 09:00:00 +0000 UTC,4887398,284.01,280.15,287.15,1006,50,4,170,701,Mist,mist,50n,2018-04-12 09:00:00 +0000 UTC,4887398,284.01,280.15,287.15,1006,50,4,170,500,Rain,light rain,10n
5761,1523523600,2018-04-12 09:00:00 +0000 UTC,4887398,284.01,280.15,287.15,1006,50,4,170,701,Mist,mist,50n,2018-04-12 09:00:00 +0000 UTC,4887398,284.01,280.15,287.15,1006,50,4,170,701,Mist,mist,50n
5762,1523527200,2018-04-12 10:00:00 +0000 UTC,4887398,284.72,281.15,287.15,1005,50,7,190,701,Mist,mist,50n,2018-04-12 10:00:00 +0000 UTC,4887398,284.72,281.15,287.15,1005,50,7,190,701,Mist,mist,50n
5763,1523530800,2018-04-12 11:00:00 +0000 UTC,4887398,285.53,284.15,287.15,1004,47,5,210,803,Clouds,broken clouds,04n,2018-04-12 11:00:00 +0000 UTC,4887398,285.53,284.15,287.15,1004,47,5,210,803,Clouds,broken clouds,04n
5764,1523534400,2018-04-12 12:00:00 +0000 UTC,4887398,286.04,284.15,288.15,1004,47,6,230,803,Clouds,broken clouds,04d,2018-04-12 12:00:00 +0000 UTC,4887398,286.04,284.15,288.15,1004,47,6,230,803,Clouds,broken clouds,04d
5765,1523538000,2018-04-12 13:00:00 +0000 UTC,4887398,286.22,284.15,288.15,1004,44,8,220,801,Clouds,few clouds,02d,2018-04-12 13:00:00 +0000 UTC,4887398,286.22,284.15,288.15,1004,44,8,220,801,Clouds,few clouds,02d
5766,1523541600,2018-04-12 14:00:00 +0000 UTC,4887398,288.02,286.15,290.15,1004,42,7,230,801,Clouds,few clouds,02d,2018-04-12 14:00:00 +0000 UTC,4887398,288.02,286.15,290.15,1004,42,7,230,801,Clouds,few clouds,02d
5767,1523545200,2018-04-12 15:00:00 +0000 UTC,4887398,290.66,289.15,293.15,1004,34,10,240,800,Clear,sky is clear,02d,2018-04-12 15:00:00 +0000 UTC,4887398,290.66,289.15,293.15,1004,34,10,240,800,Clear,sky is clear,02d
5768,1523548800,2018-04-12 16:00:00 +0000 UTC,4887398,292.39,290.15,295.15,1004,30,10,250,801,Clouds,few clouds,02d,2018-04-12 16:00:00 +0000 UTC,4887398,292.39,290.15,295.15,1004,30,10,250,801,Clouds,few clouds,02d
5769,1523552400,2018-04-12 17:00:00 +0000 UTC,4887398,294.12,291.15,296.15,1004,28,6,230,802,Clouds,scattered clouds,03d,2018-04-12 17:00:00 +0000 UTC,4887398,294.12,291.15,296.15,1004,28,6,230,802,Clouds,scattered clouds,03d
5770,1523556000,2018-04-12 18:00:00 +0000 UTC,4887398,295.67,294.15,297.15,1004,28,6,230,802,Clouds,scattered clouds,03d,2018-04-12 18:00:00 +0000 UTC,4887398,295.67,294.15,297.15,1004,28,6,230,802,Clouds,scattered clouds,03d
5771,1523559600,2018-04-12 19:00:00 +0000 UTC,4887398,296.32,294.15,298.15,1005,25,7,270,800,Clear,sky is clear,02d,2018-04-12 19:00:00 +0000 UTC,4887398,296.32,294.15,298.15,1005,25,7,270,800,Clear,sky is clear,02d
5772,1523563200,2018-04-12 20:00:00 +0000 UTC,4887398,296.54,294.15,299.15,1005,41,3,270,800,Clear,sky is clear,01d,2018-04-12 20:00:00 +0000 UTC,4887398,296.54,294.15,299.15,1005,41,3,270,800,Clear,sky is clear,01d
5773,1523566800,2018-04-12 21:00:00 +0000 UTC,4887398,292.91,285.15,299.15,1006,51,6,90,721,Haze,haze,50d,2018-04-12 21:00:00 +0000 UTC,4887398,292.91,285.15,299.15,1006,51,6,90,721,Haze,haze,50d
5774,1523570400,2018-04-12 22:00:00 +0000 UTC,4887398,290.87,285.15,296.15,1006,71,6,40,721,Haze,haze,50d,2018-04-12 22:00:00 +0000 UTC,4887398,290.87,285.15,296.15,1006,71,6,40,721,Haze,haze,50d
5775,1523574000,2018-04-12 23:00:00 +0000 UTC,4887398,288.73,282.15,295.15,1006,76,7,80,721,Haze,haze,50d,2018-04-12 23:00:00 +0000 UTC,4887398,288.73,282.15,295.15,1006,76,7,80,721,Haze,haze,50d
5776,1523577600,2018-04-13 00:00:00 +0000 UTC,4887398,284.87,280.15,289.15,1007,81,9,60,721,Haze,haze,50d,2018-04-13 00:00:00 +0000 UTC,4887398,284.87,280.15,289.15,1007,81,9,60,721,Haze,haze,50d
5777,1523581200,2018-04-13 01:00:00 +0000 UTC,4887398,282.65,277.15,288.15,1008,87,4,50,721,Haze,haze,50n,2018-04-13 01:00:00 +0000 UTC,4887398,282.65,277.15,288.15,1008,87,4,50,721,Haze,haze,50n
5778,1523581200,2018-04-13 01:00:00 +0000 UTC,4887398,282.65,277.15,288.15,1008,87,4,50,721,Haze,haze,50n,2018-04-13 01:00:00 +0000 UTC,4887398,282.65,277.15,288.15,1008,87,4,50,701,Mist,mist,50n
5779,1523581200,2018-04-13 01:00:00 +0000 UTC,4887398,282.65,277.15,288.15,1008,87,4,50,701,Mist,mist,50n,2018-04-13 01:00:00 +0000 UTC,4887398,282.65,277.15,288.15,1008,87,4,50,721,Haze,haze,50n
5780,1523581200,2018-04-13 01:00:00 +0000 UTC,4887398,282.65,277.15,288.15,1008,87,4,50,701,Mist,mist,50n,2018-04-13 01:00:00 +0000 UTC,4887398,282.65,277.15,288.15,1008,87,4,50,701,Mist,mist,50n
5781,1523584800,2018-04-13 02:00:00 +0000 UTC,4887398,280.56,277.15,283.15,1007,93,3,40,721,Haze,haze,50n,2018-04-13 02:00:00 +0000 UTC,4887398,280.56,277.15,283.15,1007,93,3,40,721,Haze,haze,50n
5782,1523588400,2018-04-13 03:00:00 +0000 UTC,4887398,279.85,276.15,282.15,1008,81,2,60,721,Haze,haze,50n,2018-04-13 03:00:00 +0000 UTC,4887398,279.85,276.15,282.15,1008,81,2,60,721,Haze,haze,50n
5783,1523592000,2018-04-13 04:00:00 +0000 UTC,4887398,280.15,279.15,282.15,1007,87,5,40,721,Haze,haze,50n,2018-04-13 04:00:00 +0000 UTC,4887398,280.15,279.15,282.15,1007,87,5,40,721,Haze,haze,50n
5784,1523595600,2018-04-13 05:00:00 +0000 UTC,4887398,279.61,277.15,282.15,1007,86,4,30,721,Haze,haze,50n,2018-04-13 05:00:00 +0000 UTC,4887398,279.61,277.15,282.15,1007,86,4,30,721,Haze,haze,50n
5785,1523599200,2018-04-13 06:00:00 +0000 UTC,4887398,279.69,277.15,282.15,1007,86,4,20,721,Haze,haze,50n,2018-04-13 06:00:00 +0000 UTC,4887398,279.69,277.15,282.15,1007,86,4,20,721,Haze,haze,50n
5786,1523602800,2018-04-13 07:00:00 +0000 UTC,4887398,279.78,277.15,283.15,1007,86,4,360,721,Haze,haze,50n,2018-04-13 07:00:00 +0000 UTC,4887398,279.78,277.15,283.15,1007,86,4,360,721,Haze,haze,50n
5787,1523606400,2018-04-13 08:00:00 +0000 UTC,4887398,278.95,276.15,282.15,1006,86,3,360,804,Clouds,overcast clouds,04n,2018-04-13 08:00:00 +0000 UTC,4887398,278.95,276.15,282.15,1006,86,3,360,804,Clouds,overcast clouds,04n
5788,1523610000,2018-04-13 09:00:00 +0000 UTC,4887398,278.23,276.15,281.15,1006,93,4,350,802,Clouds,scattered clouds,03n,2018-04-13 09:00:00 +0000 UTC,4887398,278.23,276.15,281.15,1006,93,4,350,802,Clouds,scattered clouds,03n
5789,1523613600,2018-04-13 10:00:00 +0000 UTC,4887398,277.94,276.15,280.15,1005,93,2,350,800,Clear,sky is clear,01n,2018-04-13 10:00:00 +0000 UTC,4887398,277.94,276.15,280.15,1005,93,2,350,800,Clear,sky is clear,01n
5790,1523617200,2018-04-13 11:00:00 +0000 UTC,4887398,278.05,276.15,280.15,1005,100,1,20,802,Clouds,scattered clouds,03n,2018-04-13 11:00:00 +0000 UTC,4887398,278.05,276.15,280.15,1005,100,1,20,802,Clouds,scattered clouds,03n
5791,1523620800,2018-04-13 12:00:00 +0000 UTC,4887398,278.45,277.15,280.15,1005,93,3,26,803,Clouds,broken clouds,04d,2018-04-13 12:00:00 +0000 UTC,4887398,278.45,277.15,280.15,1005,93,3,26,803,Clouds,broken clouds,04d
5792,1523624400,2018-04-13 13:00:00 +0000 UTC,4887398,278.95,277.15,281.15,1005,93,1,90,701,Mist,mist,50d,2018-04-13 13:00:00 +0000 UTC,4887398,278.95,277.15,281.15,1005,93,1,90,701,Mist,mist,50d
5793,1523628000,2018-04-13 14:00:00 +0000 UTC,4887398,280.53,278.15,283.15,1005,81,1,6,803,Clouds,broken clouds,04d,2018-04-13 14:00:00 +0000 UTC,4887398,280.53,278.15,283.15,1005,81,1,6,803,Clouds,broken clouds,04d
5794,1523631600,2018-04-13 15:00:00 +0000 UTC,4887398,282.3,278.15,286.15,1005,76,1,6,721,Haze,haze,50d,2018-04-13 15:00:00 +0000 UTC,4887398,282.3,278.15,286.15,1005,76,1,6,721,Haze,haze,50d
5795,1523635200,2018-04-13 16:00:00 +0000 UTC,4887398,283.22,277.15,289.15,1004,63,3,30,802,Clouds,scattered clouds,03d,2018-04-13 16:00:00 +0000 UTC,4887398,283.22,277.15,289.15,1004,63,3,30,802,Clouds,scattered clouds,03d
5796,1523638800,2018-04-13 17:00:00 +0000 UTC,4887398,283.78,278.15,290.15,1005,66,3,10,721,Haze,haze,50d,2018-04-13 17:00:00 +0000 UTC,4887398,283.78,278.15,290.15,1005,66,3,10,721,Haze,haze,50d
5797,1523642400,2018-04-13 18:00:00 +0000 UTC,4887398,283.39,277.15,290.15,1006,76,7,350,721,Haze,haze,50d,2018-04-13 18:00:00 +0000 UTC,4887398,283.39,277.15,290.15,1006,76,7,350,721,Haze,haze,50d
5798,1523646000,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,721,Haze,haze,50d,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,721,Haze,haze,50d
5799,1523646000,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,721,Haze,haze,50d,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,500,Rain,light rain,10d
5800,1523646000,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,721,Haze,haze,50d,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,701,Mist,mist,50d
5801,1523646000,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,500,Rain,light rain,10d,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,721,Haze,haze,50d
5802,1523646000,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,500,Rain,light rain,10d,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,500,Rain,light rain,10d
5803,1523646000,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,500,Rain,light rain,10d,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,701,Mist,mist,50d
5804,1523646000,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,701,Mist,mist,50d,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,721,Haze,haze,50d
5805,1523646000,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,701,Mist,mist,50d,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,500,Rain,light rain,10d
5806,1523646000,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,701,Mist,mist,50d,2018-04-13 19:00:00 +0000 UTC,4887398,280.96,276.15,286.15,1007,87,6,330,701,Mist,mist,50d
5807,1523649600,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,500,Rain,light rain,10d,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,500,Rain,light rain,10d
5808,1523649600,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,500,Rain,light rain,10d,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,721,Haze,haze,50d
5809,1523649600,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,500,Rain,light rain,10d,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,701,Mist,mist,50d
5810,1523649600,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,721,Haze,haze,50d,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,500,Rain,light rain,10d
5811,1523649600,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,721,Haze,haze,50d,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,721,Haze,haze,50d
5812,1523649600,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,721,Haze,haze,50d,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,701,Mist,mist,50d
5813,1523649600,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,701,Mist,mist,50d,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,500,Rain,light rain,10d
5814,1523649600,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,701,Mist,mist,50d,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,721,Haze,haze,50d
5815,1523649600,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,701,Mist,mist,50d,2018-04-13 20:00:00 +0000 UTC,4887398,279.75,276.15,283.15,1008,87,4,330,701,Mist,mist,50d
5816,1523653200,2018-04-13 21:00:00 +0000 UTC,4887398,279.44,277.15,282.15,1008,87,3,330,701,Mist,mist,50d,2018-04-13 21:00:00 +0000 UTC,4887398,279.44,277.15,282.15,1008,87,3,330,701,Mist,mist,50d
5817,1523656800,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,501,Rain,moderate rain,10d,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,501,Rain,moderate rain,10d
5818,1523656800,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,501,Rain,moderate rain,10d,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,721,Haze,haze,50d
5819,1523656800,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,501,Rain,moderate rain,10d,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,701,Mist,mist,50d
5820,1523656800,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,721,Haze,haze,50d,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,501,Rain,moderate rain,10d
5821,1523656800,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,721,Haze,haze,50d,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,721,Haze,haze,50d
5822,1523656800,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,721,Haze,haze,50d,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,701,Mist,mist,50d
5823,1523656800,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,701,Mist,mist,50d,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,501,Rain,moderate rain,10d
5824,1523656800,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,701,Mist,mist,50d,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,721,Haze,haze,50d
5825,1523656800,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,701,Mist,mist,50d,2018-04-13 22:00:00 +0000 UTC,4887398,279.65,277.15,281.15,1008,93,3,6,701,Mist,mist,50d
5826,1523660400,2018-04-13 23:00:00 +0000 UTC,4887398,280.22,277.15,282.15,1008,87,5,357,500,Rain,light rain,10d,2018-04-13 23:00:00 +0000 UTC,4887398,280.22,277.15,282.15,1008,87,5,357,500,Rain,light rain,10d
5827,1523660400,2018-04-13 23:00:00 +0000 UTC,4887398,280.22,277.15,282.15,1008,87,5,357,500,Rain,light rain,10d,2018-04-13 23:00:00 +0000 UTC,4887398,280.22,277.15,282.15,1008,87,5,357,701,Mist,mist,50d
5828,1523660400,2018-04-13 23:00:00 +0000 UTC,4887398,280.22,277.15,282.15,1008,87,5,357,701,Mist,mist,50d,2018-04-13 23:00:00 +0000 UTC,4887398,280.22,277.15,282.15,1008,87,5,357,500,Rain,light rain,10d
5829,1523660400,2018-04-13 23:00:00 +0000 UTC,4887398,280.22,277.15,282.15,1008,87,5,357,701,Mist,mist,50d,2018-04-13 23:00:00 +0000 UTC,4887398,280.22,277.15,282.15,1008,87,5,357,701,Mist,mist,50d
5830,1523664000,2018-04-14 00:00:00 +0000 UTC,4887398,279.63,276.15,283.15,1008,93,3,330,701,Mist,mist,50d,2018-04-14 00:00:00 +0000 UTC,4887398,279.63,276.15,283.15,1008,93,3,330,701,Mist,mist,50d
5831,1523664000,2018-04-14 00:00:00 +0000 UTC,4887398,279.63,276.15,283.15,1008,93,3,330,701,Mist,mist,50d,2018-04-14 00:00:00 +0000 UTC,4887398,279.63,276.15,283.15,1008,93,3,330,500,Rain,light rain,10d
5832,1523664000,2018-04-14 00:00:00 +0000 UTC,4887398,279.63,276.15,283.15,1008,93,3,330,500,Rain,light rain,10d,2018-04-14 00:00:00 +0000 UTC,4887398,279.63,276.15,283.15,1008,93,3,330,701,Mist,mist,50d
5833,1523664000,2018-04-14 00:00:00 +0000 UTC,4887398,279.63,276.15,283.15,1008,93,3,330,500,Rain,light rain,10d,2018-04-14 00:00:00 +0000 UTC,4887398,279.63,276.15,283.15,1008,93,3,330,500,Rain,light rain,10d
5834,1523667600,2018-04-14 01:00:00 +0000 UTC,4887398,278.95,276.15,282.15,1008,93,4,10,701,Mist,mist,50n,2018-04-14 01:00:00 +0000 UTC,4887398,278.95,276.15,282.15,1008,93,4,10,701,Mist,mist,50n
5835,1523671200,2018-04-14 02:00:00 +0000 UTC,4887398,278.14,276.15,280.15,1010,100,3,360,701,Mist,mist,50n,2018-04-14 02:00:00 +0000 UTC,4887398,278.14,276.15,280.15,1010,100,3,360,701,Mist,mist,50n
5836,1523674800,2018-04-14 03:00:00 +0000 UTC,4887398,278.04,276.15,279.15,1009,93,3,330,701,Mist,mist,50n,2018-04-14 03:00:00 +0000 UTC,4887398,278.04,276.15,279.15,1009,93,3,330,701,Mist,mist,50n
5837,1523674800,2018-04-14 03:00:00 +0000 UTC,4887398,278.04,276.15,279.15,1009,93,3,330,701,Mist,mist,50n,2018-04-14 03:00:00 +0000 UTC,4887398,278.04,276.15,279.15,1009,93,3,330,500,Rain,light rain,10n
5838,1523674800,2018-04-14 03:00:00 +0000 UTC,4887398,278.04,276.15,279.15,1009,93,3,330,500,Rain,light rain,10n,2018-04-14 03:00:00 +0000 UTC,4887398,278.04,276.15,279.15,1009,93,3,330,701,Mist,mist,50n
5839,1523674800,2018-04-14 03:00:00 +0000 UTC,4887398,278.04,276.15,279.15,1009,93,3,330,500,Rain,light rain,10n,2018-04-14 03:00:00 +0000 UTC,4887398,278.04,276.15,279.15,1009,93,3,330,500,Rain,light rain,10n
5840,1523678400,2018-04-14 04:00:00 +0000 UTC,4887398,278.23,276.15,280.15,1009,93,2,340,701,Mist,mist,50n,2018-04-14 04:00:00 +0000 UTC,4887398,278.23,276.15,280.15,1009,93,2,340,701,Mist,mist,50n
5841,1523682000,2018-04-14 05:00:00 +0000 UTC,4887398,278.24,276.15,280.15,1008,93,4,340,701,Mist,mist,50n,2018-04-14 05:00:00 +0000 UTC,4887398,278.24,276.15,280.15,1008,93,4,340,701,Mist,mist,50n
5842,1523682000,2018-04-14 05:00:00 +0000 UTC,4887398,278.24,276.15,280.15,1008,93,4,340,701,Mist,mist,50n,2018-04-14 05:00:00 +0000 UTC,4887398,278.24,276.15,280.15,1008,93,4,340,500,Rain,light rain,10n
